page|62
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,579,190,805.54|3,241,135,350.80
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||7,475,334.15|27,874,810.44
收到其他与经营活动有关的现金|57|450,053,652.81|371,455,247.30
经营活动现金流入小计||5,036,719,792.50|3,640,465,408.54
购买商品、接受劳务支付的现金||3,681,251,430.61|2,608,706,481.34
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|63
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||603,159,238.51|474,592,104.73
支付的各项税费||143,509,396.15|88,509,982.96
支付其他与经营活动有关的现金|57|622,620,413.09|555,362,923.45
经营活动现金流出小计||5,050,540,478.36|3,727,171,492.48
经营活动产生的现金流量净额||-13,820,685.86|-86,706,083.94
二、投资活动产生的现金流量：|||
收回投资收到的现金||180,482,186.04|289,219,700.00
取得投资收益收到的现金||40,148,246.93|4,865,327.24
处置固定资产、无形资产和其他长期资产收回的现金净额||230,218,746.27|101,173,076.97
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|57||23,756,921.36
投资活动现金流入小计||450,849,179.24|419,015,025.57
购建固定资产、无形资产和其他长期资产支付的现金||179,735,625.15|102,585,837.68
投资支付的现金||60,000,000.00|449,051,759.69
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||239,735,625.15|551,637,597.37
投资活动产生的现金流量净额||211,113,554.09|-132,622,571.80
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||10,953,480.00|51,400,000.00
其中：子公司吸收少数股东投资收到的现金||10,953,480.00|51,400,000.00
取得借款收到的现金||2,710,478,200.00|3,310,395,750.00
收到其他与筹资活动有关的现金|57|34,056,714.27|34,500,000.00
筹资活动现金流入小计||2,755,488,394.27|3,396,295,750.00
偿还债务支付的现金||2,830,567,439.13|2,693,231,643.91
分配股利、利润或偿付利息支付的现金||142,360,243.12|143,504,097.34
其中：子公司支付给少数股东的股利、利润|||5,102,214.21
page|64
支付其他与筹资活动有关的现金|57|37,764,234.79|116,757,580.64
筹资活动现金流出小计||3,010,691,917.04|2,953,493,321.89
筹资活动产生的现金流量净额||-255,203,522.77|442,802,428.11
四、汇率变动对现金及现金等价物的影响||-2,361,722.70|-2,824,341.45
五、现金及现金等价物净增加额||-60,272,377.24|220,649,430.92
加：期初现金及现金等价物余额||1,031,278,503.07|810,629,072.15
六、期末现金及现金等价物余额||971,006,125.83|1,031,278,503.07
