page|69
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||651,376,681.83|1,150,098,258.50
客户存款和同业存放款项净增加额||61,068.92|
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||96,613,469.99|55,454,367.36
经营活动现金流入小计||748,051,220.74|1,205,552,625.86
购买商品、接受劳务支付的现金||669,420,651.90|960,606,493.21
page|70
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||75,199,021.80|81,821,543.42
支付的各项税费||43,729,089.03|48,542,768.99
支付其他与经营活动有关的现金|七、78|90,225,291.02|96,185,258.27
经营活动现金流出小计||878,574,053.75|1,187,156,063.89
经营活动产生的现金流量净额||-130,522,833.01|18,396,561.97
二、投资活动产生的现金流量：|||
收回投资收到的现金||70,000,000.00|
取得投资收益收到的现金||157,307.28|
处置固定资产、无形资产和其他长期资产收回的现金净额||586,555.39|274,667.17
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||36,573,537.48|291,709,482.71
投资活动现金流入小计||107,317,400.15|291,984,149.88
购建固定资产、无形资产和其他长期资产支付的现金||9,768,944.16|72,038,903.08
投资支付的现金||179,173,705.66|299,018,720.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|76,806,301.00|209,000,000.00
投资活动现金流出小计||265,748,950.82|580,057,623.08
投资活动产生的现金流量净额||-158,431,550.67|-288,073,473.20
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,093,445,283.03|956,606,666.67
收到其他与筹资活动有关的现金||95,000,000.00|46,251,379.71
筹资活动现金流入小计||1,188,445,283.03|1,002,858,046.38
偿还债务支付的现金||822,000,000.00|603,802,055.13
分配股利、利润或偿付利息支付的现金||96,058,074.86|64,738,792.20
其中：子公司支付给少数股东的股利、利润||1,400,000.00|
支付其他与筹资活动有关的现金|七、78|73,134,523.49|91,939,316.62
筹资活动现金流出小计||991,192,598.35|760,480,163.95
筹资活动产生的现金流量净额||197,252,684.68|242,377,882.43
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-91,701,699.00|-27,299,028.80
加：期初现金及现金等价物余额||259,100,534.80|286,399,563.60
六、期末现金及现金等价物余额||167,398,835.80|259,100,534.80
