page|79
项目|2019 年度|2018 年度
一、营业总收入|656,640,531.62|499,737,129.83
其中：营业收入|656,640,531.62|499,737,129.83
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|729,328,295.44|576,297,203.36
其中：营业成本|576,022,478.47|445,488,449.00
page|80
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|8,696,905.20|10,397,194.10
销售费用|15,553,180.67|18,820,219.08
管理费用|144,100,888.62|114,990,282.24
研发费用||
财务费用|-15,045,157.52|-13,398,941.06
其中：利息费用|4,624,277.77|5,072,105.82
利息收入|19,778,225.61|18,552,056.80
加：其他收益|2,467,086.95|966,557.49
投资收益（损失以“－”号填列）|173,620,133.05|-2,570,196.93
其中：对联营企业和合营企业的投资收益|199,245.48|-2,826,676.38
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|6,783,671.22|
资产减值损失（损失以“-”号填列）|-41,865,536.56|-54,816,807.84
资产处置收益（损失以“-”号填列）||1,080.00
三、营业利润（亏损以“－”号填列）|68,317,590.84|-132,979,440.81
加：营业外收入|1,513,988.71|2,901,651.09
page|81
减：营业外支出|3,458,915.61|27,217,315.05
四、利润总额（亏损总额以“－”号填列）|66,372,663.94|-157,295,104.77
减：所得税费用|2,529,157.55|39,521,205.57
五、净利润（净亏损以“－”号填列）|63,843,506.39|-196,816,310.34
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|63,843,506.39|-196,816,310.34
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司所有者的净利润|84,434,175.11|-180,968,278.00
2.少数股东损益|-20,590,668.72|-15,848,032.34
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.可供出售金融资产公允价值变动损益||
4.金融资产重分类计入其他综合收益的金额||
page|82
5.持有至到期投资重分类为可供出售金融资产损益||
6.其他债权投资信用减值准备||
7.现金流量套期储备||
8.外币财务报表折算差额||
9.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|63,843,506.39|-196,816,310.34
归属于母公司所有者的综合收益总额|84,434,175.11|-180,968,278.00
归属于少数股东的综合收益总额|-20,590,668.72|-15,848,032.34
八、每股收益：||
（一）基本每股收益|0.1621|-0.3475
（二）稀释每股收益|0.1621|-0.3475
