page|65
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||11,457,435,383.41|11,006,524,327.02
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||21,487,747.66|568,705.15
收到其他与经营活动有关的现金||157,407,196.52|307,808,723.24
经营活动现金流入小计||11,636,330,327.59|11,314,901,755.41
购买商品、接受劳务支付的现金||7,805,078,837.21|6,702,690,449.60
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,432,009,301.12|1,427,240,214.09
支付的各项税费||483,456,263.90|442,289,627.03
page|66
支付其他与经营活动有关的现金||277,877,560.66|222,859,167.00
经营活动现金流出小计||9,998,421,962.89|8,795,079,457.72
经 营 活动 产生 的 现金 流量净额||1,637,908,364.70|2,519,822,297.69
二、投资活动产生的现金流量：|||
收回投资收到的现金||793,455,330.00|7,169,926.36
取得投资收益收到的现金||13,401,200.00|10,140,900.00
处置固定资产、无形资产和其他长期资产收回的现金净额||335,701.17|1,976,865.58
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||807,192,231.17|19,287,691.94
购建固定资产、无形资产和其他长期资产支付的现金||1,194,038,679.86|1,123,954,442.98
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,194,038,679.86|1,123,954,442.98
投 资 活动 产生 的 现金 流量净额||-386,846,448.69|-1,104,666,751.04
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||12,009,490,275.21|12,505,231,670.54
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||12,009,490,275.21|12,505,231,670.54
偿还债务支付的现金||12,715,454,968.51|12,935,427,335.89
分配股利、利润或偿付利息支付的现金||860,040,449.11|833,491,629.87
其中：子公司支付给少数股东的股利、利润||400,607.13|359,096.19
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||13,575,495,417.62|13,768,918,965.76
筹 资 活动 产生 的 现金 流量净额||-1,566,005,142.41|-1,263,687,295.22
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-314,943,226.40|151,468,251.43
加：期初现金及现金等价物余额||1,750,677,636.23|1,599,209,384.80
page|67
六、期末现金及现金等价物余额||1,435,734,409.83|1,750,677,636.23
