page|100
项目|2020 年度|2019 年度
一、营业总收入|1,987,344,106.08|3,150,404,424.30
其中：营业收入|1,987,344,106.08|3,150,404,424.30
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|2,005,576,694.28|3,156,742,035.85
其中：营业成本|1,450,661,719.57|2,347,977,152.97
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|65,597,471.06|140,989,990.63
销售费用|57,951,737.67|169,322,960.13
管理费用|228,234,051.59|327,761,252.33
研发费用|18,924,275.97|32,033,372.11
财务费用|184,207,438.42|138,657,307.68
其中：利息费用|170,273,621.10|149,463,743.68
利息收入|2,780,504.82|18,235,548.58
加：其他收益|133,250,015.55|162,592,122.52
投资收益（损失以“－”号填列）|5,281,015.65|121,485,846.84
其中：对联营企业和合营企业的投资收益|-160,575.34|-541,188.06
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
page|101
公允价值变动收益（损失以“－”号填列）|24,640,000.00|982,576.05
信用减值损失（损失以“-”号填列）|-8,046,134.51|-1,141,182.12
资产减值损失（损失以“-”号填列）||-20,266,401.13
资产处置收益（损失以“-”号填列）|-89,871.13|270,525.77
三、营业利润（亏损以“－”号填列）|136,802,437.36|257,585,876.38
加：营业外收入|3,573,314.70|1,364,073.48
减：营业外支出|7,324,178.11|12,340,271.02
四、利润总额（亏损总额以“－”号填列）|133,051,573.95|246,609,678.84
减：所得税费用|94,880,870.65|122,689,530.78
五、净利润（净亏损以“－”号填列）|38,170,703.30|123,920,148.06
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|38,170,703.30|123,920,148.06
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|-134,749,413.30|12,089,692.30
2.少数股东损益|172,920,116.60|111,830,455.76
六、其他综合收益的税后净额|5,670,000.00|8,955,000.00
归属母公司所有者的其他综合收益的税后净额|5,670,000.00|8,955,000.00
（一）不能重分类进损益的其他综合收益|5,670,000.00|8,955,000.00
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|5,670,000.00|8,955,000.00
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合||
page|102
收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|43,840,703.30|132,875,148.06
归属于母公司所有者的综合收益总额|-129,079,413.30|21,044,692.30
归属于少数股东的综合收益总额|172,920,116.60|111,830,455.76
八、每股收益：||
（一）基本每股收益|-0.17|0.02
（二）稀释每股收益|-0.17|0.02
