page|87
项目|2019 年度|2018 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|847,637,250.15|891,550,676.30
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|3,786,047.94|2,908,812.44
收到其他与经营活动有关的现金|25,031,839.42|72,379,983.02
经营活动现金流入小计|876,455,137.51|966,839,471.76
购买商品、接受劳务支付的现金|448,455,766.49|733,335,773.87
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
page|88
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|22,608,538.71|38,976,019.91
支付的各项税费|21,752,870.80|45,137,955.56
支付其他与经营活动有关的现金|53,375,628.07|84,796,837.13
经营活动现金流出小计|546,192,804.07|902,246,586.47
经营活动产生的现金流量净额|330,262,333.44|64,592,885.29
二、投资活动产生的现金流量：||
收回投资收到的现金|18,000,000.00|124,600,000.00
取得投资收益收到的现金||1,776,762.04
处置固定资产、无形资产和其他长期资产收回的现金净额|308,419.00|
处置子公司及其他营业单位收到的现金净额|128,340,600.00|
收到其他与投资活动有关的现金||
投资活动现金流入小计|146,649,019.00|126,376,762.04
购建固定资产、无形资产和其他长期资产支付的现金|27,415,048.20|4,960,040.99
投资支付的现金|19,000,000.00|126,300,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|46,415,048.20|131,260,040.99
投资活动产生的现金流量净额|100,233,970.80|-4,883,278.95
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|282,300,000.00|385,690,000.00
收到其他与筹资活动有关的现金|434,356,782.83|240,200,000.00
筹资活动现金流入小计|716,656,782.83|625,890,000.00
page|89
偿还债务支付的现金|296,640,000.00|267,645,741.76
分配股利、利润或偿付利息支付的现金|24,920,994.44|41,306,501.14
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|800,727,866.30|357,310,000.00
筹资活动现金流出小计|1,122,288,860.74|666,262,242.90
筹资活动产生的现金流量净额|-405,632,077.91|-40,372,242.90
四、汇率变动对现金及现金等价物的影响|133,808.36|-232,095.88
五、现金及现金等价物净增加额|24,998,034.69|19,105,267.56
加：期初现金及现金等价物余额|88,376,724.68|69,271,457.12
六、期末现金及现金等价物余额|113,374,759.37|88,376,724.68
