page|79
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,841,238,689.02|1,882,088,510.85
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||518,485.75|315,159.11
收到其他与经营活动有关的现金||160,910,895.00|98,630,759.22
经营活动现金流入小计||2,002,668,069.77|1,981,034,429.18
购买商品、接受劳务支付的现金||911,112,075.33|925,055,148.46
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||210,069,746.96|193,699,123.64
支付的各项税费||160,533,148.21|192,908,766.87
支付其他与经营活动有关的现金||424,987,795.25|400,597,721.29
经营活动现金流出小计||1,706,702,765.75|1,712,260,760.26
page|80
经营活动产生的现金流量净额||295,965,304.02|268,773,668.92
二、投资活动产生的现金流量：|||
收回投资收到的现金|||6,782,715.00
取得投资收益收到的现金||7,986,044.86|2,375,997.00
处置固定资产、无形资产和其他长期资产收回的现金净额||5,834,117.67|28,433,527.70
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||13,820,162.53|37,592,239.70
购建固定资产、无形资产和其他长期资产支付的现金||130,089,997.81|175,817,374.73
投资支付的现金||3,500,000.00|4,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||133,589,997.81|179,817,374.73
投资活动产生的现金流量净额||-119,769,835.28|-142,225,135.03
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||4,800,000.00
其中：子公司吸收少数股东投资收到的现金|||4,800,000.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||4,800,000.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||79,200,000.00|244,600,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||79,200,000.00|244,600,000.00
筹资活动产生的现金流量净额||-79,200,000.00|-239,800,000.00
四、汇率变动对现金及现金等价物的影响||-122,090.33|1,106,166.64
五、现金及现金等价物净增加额||96,873,378.41|-112,145,299.47
加：期初现金及现金等价物余额||546,376,437.82|658,521,737.29
六、期末现金及现金等价物余额||643,249,816.23|546,376,437.82
