page|56
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||233,306,668.10|165,843,969.36
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||58,553,075.00|26,188,157.18
page|57
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||47,016,313.02|33,946,351.46
收到其他与经营活动有关的现金||78,737,446.19|318,042,539.92
经营活动现金流入小计||417,613,502.31|544,021,017.92
购买商品、接受劳务支付的现金||206,115,975.34|142,426,715.07
客户贷款及垫款净增加额||-157,550,000.00|395,413,778.41
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金||20,617.13|4,808.28
支付保单红利的现金|||
支付给职工及为职工支付的现金||10,856,515.73|10,545,328.14
支付的各项税费||11,808,957.95|5,404,316.41
支付其他与经营活动有关的现金||26,641,790.76|212,954,056.28
经营活动现金流出小计||97,893,856.91|766,749,002.59
经营活动产生的现金流量净额||319,719,645.40|-222,727,984.67
二、投资活动产生的现金流量：|||
收回投资收到的现金||150,745,568.68|50,785,902.77
取得投资收益收到的现金|||605,540.78
处置固定资产、无形资产和其他长期资产收回的现金净额||145,700.00|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||150,891,268.68|51,391,443.55
购建固定资产、无形资产和其他长期资产支付的现金||646,599.89|5,399.00
投资支付的现金||127,084,650.28|17,255,120.82
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||127,731,250.17|17,260,519.82
投资活动产生的现金流量净额||23,160,018.51|34,130,923.73
三、筹资活动产生的现金流量：|||
page|58
吸收投资收到的现金||4,900,000.00|
其中：子公司吸收少数股东投资收到的现金||4,900,000.00|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||4,900,000.00|
偿还债务支付的现金||499,889.07|500,110.93
分配股利、利润或偿付利息支付的现金||7,179,229.31|7,400,400.33
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||7,679,118.38|7,900,511.26
筹资活动产生的现金流量净额||-2,779,118.38|-7,900,511.26
四、汇率变动对现金及现金等价物的影响||136,054.21|-1,743,665.86
五、现金及现金等价物净增加额||340,236,599.74|-198,241,238.06
加：期初现金及现金等价物余额||28,063,614.35|226,304,852.41
六、期末现金及现金等价物余额||368,300,214.09|28,063,614.35
