page|56
项目|附注|2021 年度|2020 年度
一、营业总收入||3,924,648,673.30|4,300,095,502.80
其中：营业收入|七、29|3,924,648,673.30|4,300,095,502.80
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,828,052,937.95|4,158,334,476.54
其中：营业成本|七、29|2,899,952,580.71|3,253,653,181.49
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、30|21,655,283.63|19,014,462.02
销售费用|七、31|843,138,007.86|855,406,910.85
管理费用|七、32|131,596,649.47|125,059,995.35
研发费用|||
财务费用|七、33|-68,289,583.72|-94,800,073.17
其中：利息费用||23,528,370.30|
利息收入||101,410,855.14|104,852,033.66
page|57
加：其他收益|七、34|25,582,388.43|22,671,145.40
投资收益（损失以“－”号填列）|七、35|511,696.30|197,951.43
其中：对联营企业和合营企业的投资收益||304,372.30|-9,372.57
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、36|1,978,289.27|2,981,319.12
信用减值损失（损失以“-”号填列）|七、37|-723,310.92|-125,824.91
资产减值损失（损失以“-”号填列）|七、38|-2,795,225.66|-2,909,911.55
资产处置收益（损失以“－”号填列）|七、39|5,251,864.30|110,570.70
三、营业利润（亏损以“－”号填列）||126,401,437.07|164,686,276.45
加：营业外收入|七、40|299,321.33|1,313,161.00
减：营业外支出|七、41|1,673,698.76|2,057,199.10
四、利润总额（亏损总额以“－”号填列）||125,027,059.64|163,942,238.35
减：所得税费用|七、42|36,735,102.23|41,589,852.08
五、净利润（净亏损以“－”号填列）||88,291,957.41|122,352,386.27
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||88,291,957.41|122,352,386.27
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||88,291,957.41|122,352,386.27
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
page|58
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||88,291,957.41|122,352,386.27
（一）归属于母公司所有者的综合收益总额||88,291,957.41|122,352,386.27
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.16|0.22
（二）稀释每股收益(元/股)||0.16|0.22
