page|82
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,110,459,638.33|4,349,013,468.74
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||9,862,163.56|366,872.58
收到其他与经营活动有关的现金|第十一节、七、78、（1）|4,202,621.74|15,571,987.46
经营活动现金流入小计||3,124,524,423.63|4,364,952,328.78
购买商品、接受劳务支付的现金||2,348,650,331.81|3,583,787,024.31
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
page|83
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||94,470,148.60|110,037,396.31
支付的各项税费||195,614,046.00|347,325,756.69
支付其他与经营活动有关的现金|第十一节、七、78、（2）|119,497,339.37|70,847,827.66
经营活动现金流出小计||2,758,231,865.78|4,111,998,004.97
经营活动产生的现金流量净额||366,292,557.85|252,954,323.81
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||1,023,807.25|730,899.00
处置固定资产、无形资产和其他长期资产收回的现金净额||4,650.00|4,263,900.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,028,457.25|4,994,799.00
购建固定资产、无形资产和其他长期资产支付的现金||42,274,359.16|179,967,344.58
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|第十一节、七、78、（4）|1,863.64|854,117.56
投资活动现金流出小计||42,276,222.80|180,821,462.14
投资活动产生的现金流量净额||-41,247,765.55|-175,826,663.14
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||698,957,878.31|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,743,952,382.98|1,065,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||2,442,910,261.29|1,065,000,000.00
偿还债务支付的现金||1,537,504,235.63|1,248,520,749.35
分配股利、利润或偿付利息支付的现金||440,562,369.99|62,463,246.05
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|第十一节、七、78、（6）|45,637,891.63|79,962,760.42
筹资活动现金流出小计||2,023,704,497.25|1,390,946,755.82
page|84
筹资活动产生的现金流量净额||419,205,764.04|-325,946,755.82
四、汇率变动对现金及现金等价物的影响||-9,739.88|3,956.36
五、现金及现金等价物净增加额||744,240,816.46|-248,815,138.79
加：期初现金及现金等价物余额||121,982,493.06|370,797,631.85
六、期末现金及现金等价物余额||866,223,309.52|121,982,493.06
