page|67
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||421,595,591.65|423,180,366.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||586,957.94|7,601,291.27
收到其他与经营活动有关的现金|七、78(1)|6,379,709.26|12,805,354.37
经营活动现金流入小计||428,562,258.85|443,587,012.47
购买商品、接受劳务支付的现金||138,466,793.22|169,518,632.47
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
page|68
支付给职工及为职工支付的现金||93,433,844.00|77,142,684.69
支付的各项税费||69,601,340.63|70,754,515.99
支付其他与经营活动有关的现金|七、78(2)|67,289,080.38|77,036,462.98
经营活动现金流出小计||368,791,058.23|394,452,296.13
经营活动产生的现金流量净额||59,771,200.62|49,134,716.34
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||15,000.00|2,077,404.60
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||52,850,000.00|
投资活动现金流入小计||52,865,000.00|2,077,404.60
购建固定资产、无形资产和其他长期资产支付的现金||10,982,292.61|24,374,594.09
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||52,850,000.00|
投资活动现金流出小计||63,832,292.61|24,374,594.09
投资活动产生的现金流量净额||-10,967,292.61|-22,297,189.49
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||215,700,000.00|185,656,677.17
收到其他与筹资活动有关的现金|七、78(5)|281,812,883.34|1,270,332.64
筹资活动现金流入小计||497,512,883.34|186,927,009.81
偿还债务支付的现金||263,300,000.00|185,374,727.51
分配股利、利润或偿付利息支付的现金||20,369,526.61|20,799,757.75
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78(6)|291,573,064.94|1,659,510.03
筹资活动现金流出小计||575,242,591.55|207,833,995.29
筹资活动产生的现金流量净额||-77,729,708.21|-20,906,985.48
四、汇率变动对现金及现金等价物的影响||-4,575,204.23|90,886.04
五、现金及现金等价物净增加额||-33,501,004.43|6,021,427.41
加：期初现金及现金等价物余额||69,017,220.32|62,995,792.91
六、期末现金及现金等价物余额||35,516,215.89|69,017,220.32
