page|103
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1.|631,520,474.97|622,658,815.82
结算备付金|||
拆出资金|||
交易性金融资产|七、2.|351,474.39|30,341,190.57
衍生金融资产|||
应收票据|||
应收账款|七、5.|1,129,946,490.30|923,563,036.49
应收款项融资|七、6.|158,005,494.90|122,162,001.11
预付款项|七、7.|40,859,922.35|29,852,129.64
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8.|21,176,866.80|25,299,966.39
其中：应收利息|||1,884,012.00
应收股利||6,942.42|6,942.42
买入返售金融资产|||
存货|七、9.|617,387,556.06|487,030,711.80
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13.|4,579,730.49|2,815,967.16
流动资产合计||2,603,828,010.26|2,243,723,818.98
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|七、14.|51,316.89|51,437.08
其他非流动金融资产|||
投资性房地产|七、20.|120,139,576.19|103,626,081.88
固定资产|七、21.|1,137,584,211.59|945,316,683.44
在建工程|七、22.|23,594,018.86|195,216,300.55
生产性生物资产|||
油气资产|||
使用权资产||8,191,909.66|-
无形资产|七、26.|227,286,446.22|251,623,781.20
page|104
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|七、30.|65,003,789.86|25,723,963.07
其他非流动资产|七、31.|31,388,530.40|23,647,607.64
非流动资产合计||1,613,239,799.67|1,545,205,854.86
资产总计||4,217,067,809.93|3,788,929,673.84
流动负债：|||
短期借款|七、32.|228,237,673.62|290,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35.|90,794,580.48|114,982,450.04
应付账款|七、36.|735,684,450.10|419,023,653.16
预收款项|||
合同负债|七、38.|61,378,241.54|17,064,083.37
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39.|7,690,402.89|10,968,553.61
应交税费|七、40.|48,183,433.69|16,796,376.47
其他应付款|七、41.|38,749,535.12|43,521,234.74
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43.|25,384,749.17|19,582,919.64
其他流动负债|七、44.|817,423.39|1,315,693.76
流动负债合计||1,236,920,490.00|933,254,964.79
非流动负债：|||
保险合同准备金|||
长期借款|七、45.|22,854,116.74|44,181,175.02
应付债券|||
其中：优先股|||
永续债|||
租赁负债||5,707,233.76|-
长期应付款|七、48.|78,918,501.85|299,465,198.64
长期应付职工薪酬|||
预计负债|||
递延收益|七、51.|297,203,492.71|91,286,829.89
递延所得税负债|七、30.|6,197.53|6,202.06
其他非流动负债|||
非流动负债合计||404,689,542.59|434,939,405.61
负债合计||1,641,610,032.59|1,368,194,370.40
所有者权益（或股东权益）：|||
page|105
实收资本（或股本）|七、53.|724,228,400.00|724,228,400.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55.|717,338,545.56|664,938,545.56
减：库存股|||
其他综合收益|七、57.|35,119.36|35,235.02
专项储备|七、58.|88,249,115.44|86,868,029.46
盈余公积|七、59.|24,467,760.31|18,450,906.93
一般风险准备|||
未分配利润|七、60.|1,005,090,970.91|910,113,999.50
归属于母公司所有者权益（或股东权益）合计||2,559,409,911.58|2,404,635,116.47
少数股东权益||16,047,865.76|16,100,186.97
所有者权益（或股东权益）合计||2,575,457,777.34|2,420,735,303.44
负债和所有者权益（或股东权益）总计||4,217,067,809.93|3,788,929,673.84
