page|66
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,323,553,186.29|1,155,254,364.34
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||19,640,581.95|23,975,803.03
收到其他与经营活动有关的现金|七、78|122,616,813.77|160,522,860.90
经营活动现金流入小计||1,465,810,582.01|1,339,753,028.27
购买商品、接受劳务支付的现金||775,430,914.31|620,525,181.61
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||215,905,168.18|202,234,300.00
支付的各项税费||115,867,053.86|84,502,528.74
支付其他与经营活动有关的现金|七、78|57,573,253.63|37,436,561.00
经营活动现金流出小计||1,164,776,389.98|944,698,571.35
经营活动产生的现金流量净额||301,034,192.03|395,054,456.92
二、投资活动产生的现金流量：|||
收回投资收到的现金||122,566,552.30|12,956,730,831.36
取得投资收益收到的现金||28,016,587.51|13,726,179.39
处置固定资产、无形资产和其他长期资产收回的现金净额||13,600.00|9,328,769.96
page|67
项目|附注|2021年度|2020年度
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||402,562,833.33
投资活动现金流入小计||150,596,739.81|13,382,348,614.04
购建固定资产、无形资产和其他长期资产支付的现金||56,252,816.25|344,299,972.86
投资支付的现金||80,000,080.00|12,573,217,708.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||280,639,846.16
支付其他与投资活动有关的现金|七、78||1,017,418.06
投资活动现金流出小计||136,252,896.25|13,199,174,945.08
投资活动产生的现金流量净额||14,343,843.56|183,173,668.96
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||773,724,084.60|322,235,542.11
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||773,724,084.60|322,235,542.11
偿还债务支付的现金||1,008,929,326.74|641,648,875.83
分配股利、利润或偿付利息支付的现金||94,373,089.02|227,684,595.13
其中：子公司支付给少数股东的股利、利润||10,135,332.85|
支付其他与筹资活动有关的现金|七、78|5,995,598.28|201,034,188.16
筹资活动现金流出小计||1,109,298,014.04|1,070,367,659.12
筹资活动产生的现金流量净额||-335,573,929.44|-748,132,117.01
四、汇率变动对现金及现金等价物的影响||-9,055.74|-524,392.14
五、现金及现金等价物净增加额||-20,204,949.59|-170,428,383.27
加：期初现金及现金等价物余额||175,042,658.05|345,471,041.32
六、期末现金及现金等价物余额||154,837,708.46|175,042,658.05
