page|69
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|181,458,421.64|320,675,489.66
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|812,533.10|15,107,219.77
应收账款|七、5|753,016,441.43|747,402,651.57
应收款项融资|||
预付款项|七、7|23,603,261.68|1,428,557.44
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|111,741,087.38|149,563,123.56
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|74,450,213.63|993,343,132.71
合同资产|七、10|740,821,424.91|
持有待售资产|||
一年内到期的非流动资产|七、12|117,653,575.42|94,850,657.40
其他流动资产|七、13|59,422,810.09|62,822,801.32
流动资产合计||2,062,979,769.28|2,385,193,633.43
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|七、16|217,514,001.82|608,041,282.93
长期股权投资|七、17|80,993,305.07|77,678,100.00
page|70
其他权益工具投资|||
其他非流动金融资产|七、19|107,680,179.66|113,347,293.52
投资性房地产|七、20|19,233,777.69|5,672,478.10
固定资产|七、21|164,259,733.38|190,615,934.45
在建工程|七、22|1,307,503.94|430,847.43
生产性生物资产|七、23|7,057,155.41|
油气资产|||
使用权资产|||
无形资产|七、26|103,599,330.12|6,243,834.68
开发支出|||
商誉|七、28|5,002,664.84|5,002,664.84
长期待摊费用|七、29|18,162,936.63|22,651,084.10
递延所得税资产|七、30、（1）|24,568,164.05|17,249,720.15
其他非流动资产|七、31|505,234,196.18|25,000,000.00
非流动资产合计||1,254,612,948.79|1,071,933,240.20
资产总计||3,317,592,718.07|3,457,126,873.63
流动负债：|||
短期借款|七、32|314,044,473.78|278,062,157.38
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|59,091,585.00|115,405,895.65
应付账款|七、36|682,116,117.21|652,405,538.71
预收款项|七、37||147,331,582.99
合同负债|七、38|105,217,849.41|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|5,434,118.87|6,148,398.23
应交税费|七、40|5,304,140.94|6,081,460.60
其他应付款|七、41|71,319,235.41|59,163,705.26
其中：应付利息|七、41||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|143,407,238.15|122,097,103.08
其他流动负债|七、44|94,660,715.26|108,996,499.72
流动负债合计||1,480,595,474.03|1,495,692,341.62
非流动负债：|||
保险合同准备金|||
长期借款|七、45|212,024,072.50|199,574,172.50
应付债券|七、46|248,921,772.26|248,238,842.68
其中：优先股|||
永续债|||
租赁负债|||
page|71
长期应付款|七、48|4,000,000.00|60,647,189.34
长期应付职工薪酬|||
预计负债|||
递延收益|七、51||440,000.00
递延所得税负债|七、30、（2）|1,054,609.47|1,618,684.10
其他非流动负债|七、52|10,506,128.57|
非流动负债合计||476,506,582.80|510,518,888.62
负债合计||1,957,102,056.83|2,006,211,230.24
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|241,796,240.00|241,796,240.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|585,645,301.88|585,302,623.72
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|45,177,411.16|46,235,234.91
一般风险准备|||
未分配利润|七、60|367,121,647.33|537,329,956.55
归属于母公司所有者权益（或股东权益）合计||1,239,740,600.37|1,410,664,055.18
少数股东权益||120,750,060.87|40,251,588.21
所有者权益（或股东权益）合计||1,360,490,661.24|1,450,915,643.39
负债和所有者权益（或股东权益）总计||3,317,592,718.07|3,457,126,873.63
