page|71
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|726,285,892.18|553,608,529.01
结算备付金||
拆出资金||
交易性金融资产|41,280,330.83|76,409,797.20
衍生金融资产|6,581,853.85|
应收票据|241,904,201.80|106,115,125.73
应收账款|635,667,543.46|577,097,712.28
应收款项融资|73,722,692.92|222,777,364.81
预付款项|239,022,252.06|262,502,108.28
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|4,443,336.91|321,291,643.48
其中：应收利息||
应收股利||
买入返售金融资产||
存货|710,439,279.83|440,117,213.76
合同资产|5,768,418.45|6,062,500.00
持有待售资产||
一年内到期的非流动资产||
其他流动资产|750,337,194.44|61,572,062.67
page|72
流动资产合计|3,435,452,996.73|2,627,554,057.22
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产|2,028,682,493.51|1,805,455,019.19
投资性房地产||
固定资产|976,402,537.78|740,716,081.15
在建工程|22,848,386.41|22,140,363.49
生产性生物资产||
油气资产||
使用权资产||
无形资产|142,479,624.00|140,444,341.08
开发支出||
商誉||
长期待摊费用||
递延所得税资产|19,110,153.40|10,101,936.60
其他非流动资产|69,994,381.27|51,613,495.09
非流动资产合计|3,259,517,576.37|2,770,471,236.60
资产总计|6,694,970,573.10|5,398,025,293.82
流动负债：||
短期借款|2,177,094,699.69|1,107,839,593.46
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||319,853.66
应付票据|1,214,652,265.36|1,169,275,193.04
应付账款|276,627,694.46|270,889,268.33
预收款项||
合同负债|7,169,718.41|8,199,433.23
卖出回购金融资产款||
page|73
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|43,252,927.33|43,163,120.02
应交税费|10,231,205.12|57,083,065.51
其他应付款|27,407,148.48|1,415,786.98
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|19,714,529.54|1,065,926.32
流动负债合计|3,776,150,188.39|2,659,251,240.55
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|4,571,916.67|3,179,016.67
递延所得税负债|1,179,327.70|264,268.48
其他非流动负债||
非流动负债合计|5,751,244.37|3,443,285.15
负债合计|3,781,901,432.76|2,662,694,525.70
所有者权益：||
股本|403,880,000.00|400,020,000.00
其他权益工具||
其中：优先股||
永续债||
page|74
资本公积|476,474,993.23|438,945,483.88
减：库存股|25,882,200.00|
其他综合收益||
专项储备||
盈余公积|201,940,000.00|200,010,000.00
一般风险准备||
未分配利润|1,847,586,278.80|1,685,846,084.34
归属于母公司所有者权益合计|2,903,999,072.03|2,724,821,568.22
少数股东权益|9,070,068.31|10,509,199.90
所有者权益合计|2,913,069,140.34|2,735,330,768.12
负债和所有者权益总计|6,694,970,573.10|5,398,025,293.82
