page|71
项目|附注|2019 年度|2018 年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||748,710,245.16|836,470,680.56
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
page|72
项目|附注|2019 年度|2018 年度
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||23,134,958.87|53,199,690.11
收到其他与经营活动有关的现金|五、43|54,023,885.68|50,746,705.42
经营活动现金流入小计||825,869,089.71|940,417,076.09
购买商品、接受劳务支付的现金||1,098,181,193.60|1,108,992,300.78
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工以及为职工支付的现金||167,848,883.04|216,258,508.99
支付的各项税费||32,719,082.30|22,877,055.38
支付其他与经营活动有关的现金|五、43|53,277,196.91|51,935,456.20
经营活动现金流出小计||1,352,026,355.85|1,400,063,321.35
经营活动产生的现金流量净额||-526,157,266.14|-459,646,245.26
二、投资活动产生的现金流量：|||
收回投资收到的现金||4,498,335.00|
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||255,347,691.96|1,469.08
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||259,846,026.96|1,469.08
购建固定资产、无形资产和其他长期资产支付的现金||2,733,655.11|5,362,131.61
投资支付的现金|||
质押贷款净增加额|||
page|73
项目|附注|2019 年度|2018 年度
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||2,733,655.11|5,362,131.61
投资活动产生的现金流量净额||257,112,371.85|-5,360,662.53
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||250,973,771.50|271,011,993.00
收到其他与筹资活动有关的现金|五、43|753,019.87|
筹资活动现金流入小计||251,726,791.37|271,011,993.00
偿还债务支付的现金||95,732,741.19|224,342,830.00
分配股利、利润或偿付利息支付的现金||64,946,290.91|77,756,140.30
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|五、43|441,660.36|29,825.19
筹资活动现金流出小计||161,120,692.46|302,128,795.49
筹资活动产生的现金流量净额||90,606,098.91|-31,116,802.49
四、汇率变动对现金及现金等价物的影响||2,744,867.99|36,119,272.81
五、现金及现金等价物净增加额||-175,693,927.39|-460,004,437.47
加：期初现金及现金等价物余额||760,857,470.41|1,220,861,907.88
六、期末现金及现金等价物余额||585,163,543.02|760,857,470.41
