page|68
项目|附注|2019 年度|2018 年度
一、营业总收入||1,183,601,165.48|1,270,727,969.65
其中：营业收入|七、28|1,183,601,165.48|1,270,727,969.65
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,092,831,166.77|1,181,792,006.10
其中：营业成本|七、28|859,255,568.02|1,062,101,013.11
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任合同准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、29|84,078,823.40|2,822,390.49
销售费用|七、30|82,219,924.38|81,012,550.48
管理费用|七、31|68,288,087.05|87,680,348.30
研发费用|七、32|660,255.66|1,169,764.50
财务费用|七、33|-1,671,491.74|-52,994,060.78
其中：利息费用||6,786,065.10|3,761,140.30
利息收入||3,947,120.89|15,899,531.73
加：其他收益|七、34|4,702.91|350,717.03
投资收益（损失以“－”号填列）|七、35|-112,847.70|3,439,198.66
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“-”号填列）|||
净敞口套期收益（损失以“－”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、36|-81,583,007.77|
资产减值损失（损失以“-”号填列）|七、37||10,999,176.27
资产处置收益（损失以“-”号填列）|七、38||-9,305.78
page|69
项目|附注|2019 年度|2018 年度
三、营业利润（亏损以“－”号填列）||9,078,846.15|103,715,749.73
加：营业外收入|七、39|1,243,879.81|1,156,747.35
减：营业外支出|七、40|1,828,829.86|61,963.05
四、利润总额（亏损总额以“－”号填列）||8,493,896.10|104,810,534.03
减：所得税费用|七、41|-257,283.86|21,389,388.85
五、净利润（净亏损以“－”号填列）||8,751,179.96|83,421,145.18
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||8,751,179.96|83,421,145.18
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司所有者的净利润||8,751,179.96|83,421,145.18
2.少数股东损益|||
六、其他综合收益的税后净额||4,376,865.58|497,919.10
归属母公司所有者的其他综合收益的税后净额||4,376,865.58|497,919.10
（一）不能重分类进损益的其他综合收益||2,730,835.78|
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动||2,730,835.78|
4.企业自身信用风险公允价值变动|||
5.其他|||
（二）将重分类进损益的其他综合收益||1,646,029.80|497,919.10
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.可供出售金融资产公允价值变动损益|||
4.金融资产重分类计入其他综合收益的金额|||
5.持有至到期投资重分类为可供出售金融资产损益|||
6.其他债权投资信用减值准备|||
7.现金流量套期储备|||
8.外币财务报表折算差额||1,646,029.80|497,919.10
9.其他|||
归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||13,128,045.54|83,919,064.28
page|70
项目|附注|2019 年度|2018 年度
归属于母公司所有者的综合收益总额||13,128,045.54|83,919,064.28
归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益||0.0296|0.2818
（二）稀释每股收益||0.0296|0.2818
