page|65
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|553,608,529.01|1,061,896,688.17
结算备付金||
拆出资金||
交易性金融资产|76,409,797.20|431,000,000.00
衍生金融资产||
应收票据|106,115,125.73|4,516,320.00
应收账款|577,097,712.28|559,947,546.67
应收款项融资|222,777,364.81|225,601,999.91
预付款项|262,502,108.28|223,421,461.87
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|321,291,643.48|33,873,752.43
其中：应收利息||
应收股利||
买入返售金融资产||
存货|440,117,213.76|457,361,695.68
合同资产|6,062,500.00|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|61,572,062.67|7,624,012.03
流动资产合计|2,627,554,057.22|3,005,243,476.76
非流动资产：||
发放贷款和垫款||
债权投资||
page|66
其他债权投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产|1,805,455,019.19|
投资性房地产||
固定资产|740,716,081.15|479,865,760.26
在建工程|22,140,363.49|122,531,874.04
生产性生物资产||
油气资产||
使用权资产||
无形资产|140,444,341.08|209,204,350.69
开发支出||
商誉||393,058,756.76
长期待摊费用||3,562,862.86
递延所得税资产|10,101,936.60|9,198,026.76
其他非流动资产|51,613,495.09|26,341,566.60
非流动资产合计|2,770,471,236.60|1,243,763,197.97
资产总计|5,398,025,293.82|4,249,006,674.73
流动负债：||
短期借款|1,107,839,593.46|33,010,286.85
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债|319,853.66|1,511,001.02
应付票据|1,169,275,193.04|955,924,015.39
应付账款|270,889,268.33|323,085,918.00
预收款项||131,407,104.74
合同负债|8,199,433.23|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|43,163,120.02|51,264,795.57
page|67
应交税费|57,083,065.51|14,943,353.21
其他应付款|1,415,786.98|3,375,296.97
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|1,065,926.32|
流动负债合计|2,659,251,240.55|1,514,521,771.75
非流动负债：||
保险合同准备金||
长期借款||80,116,111.11
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|3,179,016.67|46,471,638.80
递延所得税负债|264,268.48|10,665,077.54
其他非流动负债||
非流动负债合计|3,443,285.15|137,252,827.45
负债合计|2,662,694,525.70|1,651,774,599.20
所有者权益：||
股本|400,020,000.00|400,020,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|438,945,483.88|438,945,483.88
减：库存股||
其他综合收益||
专项储备||
page|68
盈余公积|200,010,000.00|166,744,520.45
一般风险准备||
未分配利润|1,685,846,084.34|1,434,958,837.86
归属于母公司所有者权益合计|2,724,821,568.22|2,440,668,842.19
少数股东权益|10,509,199.90|156,563,233.34
所有者权益合计|2,735,330,768.12|2,597,232,075.53
负债和所有者权益总计|5,398,025,293.82|4,249,006,674.73
