page|65
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,999,941,496.41|5,194,225,468.30
客户存款和同业存放款项净增加额||2,740,416.57|
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||10,949,136.37|16,231,584.04
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
page|66
收到的税费返还||62,614,269.63|66,825,712.20
收到其他与经营活动有关的现金||34,279,500.58|56,295,902.53
经营活动现金流入小计||4,110,524,819.56|5,333,578,667.07
购买商品、接受劳务支付的现金||2,799,330,513.07|3,746,524,608.49
客户贷款及垫款净增加额|||9,941,796.69
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||932,422,090.92|860,639,335.51
支付的各项税费||155,554,098.76|181,261,526.60
支付其他与经营活动有关的现金|七、77|113,945,997.98|101,810,385.60
经营活动现金流出小计||4,001,252,700.73|4,900,177,652.89
经营活动产生的现金流量净额||109,272,118.83|433,401,014.18
二、投资活动产生的现金流量：|||
收回投资收到的现金|||7,000,000.00
取得投资收益收到的现金||46,034,065.68|18,549.44
处置固定资产、无形资产和其他长期资产收回的现金净额||2,366,494.03|120,271.76
处置子公司及其他营业单位收到的现金净额||155,329,620.71|
收到其他与投资活动有关的现金|七、77|21,213,009.33|24,071,072.22
投资活动现金流入小计||224,943,189.75|31,209,893.42
购建固定资产、无形资产和其他长期资产支付的现金||400,611,249.75|284,088,818.96
投资支付的现金||7,633,638.18|7,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||408,244,887.93|291,088,818.96
投资活动产生的现金流量净额||-183,301,698.18|-259,878,925.54
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
page|67
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||857,973,763.97|833,062,666.67
发行债券收到的现金|||597,300,000.00
收到其他与筹资活动有关的现金|七、77|103,783,027.11|69,700,306.27
筹资活动现金流入小计||961,756,791.08|1,500,062,972.94
偿还债务支付的现金||410,611,045.28|1,753,200,512.90
分配股利、利润或偿付利息支付的现金||113,210,609.12|106,824,532.15
其中：子公司支付给少数股东的股利、利润||214,459.81|260,121.08
支付其他与筹资活动有关的现金|七、77|32,948,544.85|18,619,463.75
筹资活动现金流出小计||556,770,199.25|1,878,644,508.80
筹资活动产生的现金流量净额||404,986,591.83|-378,581,535.86
四、汇率变动对现金及现金等价物的影响||7,216,059.91|3,838,638.93
五、现金及现金等价物净增加额||338,173,072.39|-201,220,808.29
加：期初现金及现金等价物余额||1,754,677,201.15|1,955,898,009.44
六、期末现金及现金等价物余额||2,092,850,273.54|1,754,677,201.15
