page|70
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||155,719,893.20|317,181,452.90
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,582,981.06|672.91
收到其他与经营活动有关的现金|十、七、78（1）|20,332,330.07|39,289,963.80
经营活动现金流入小计||177,635,204.33|356,472,089.61
购买商品、接受劳务支付的现金||293,691,305.71|429,483,243.81
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||49,600,531.06|46,454,336.74
支付的各项税费||8,897,088.67|23,093,070.53
支付其他与经营活动有关的现金|十、七、78（2）|61,745,972.12|41,411,326.44
page|71
经营活动现金流出小计||413,934,897.56|540,441,977.52
经营活动产生的现金流量净额||-236,299,693.23|-183,969,887.91
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,924,674,746.95|1,639,300,000.00
取得投资收益收到的现金||18,695,202.75|63,849,278.40
处置固定资产、无形资产和其他长期资产收回的现金净额||10.00|71,448.38
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|十、七、78（3）|211,000,000.00|100,000,000.00
投资活动现金流入小计||2,154,369,959.70|1,803,220,726.78
购建固定资产、无形资产和其他长期资产支付的现金||5,285,312.41|43,512,463.12
投资支付的现金||1,732,893,403.00|1,371,350,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|十、七、78（4）||211,000,000.00
投资活动现金流出小计||1,738,178,715.41|1,625,862,463.12
投资活动产生的现金流量净额||416,191,244.29|177,358,263.66
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||30,000,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|十、七、78（5）||40,000,000.00
筹资活动现金流入小计|||70,000,000.00
偿还债务支付的现金|||40,000,000.00
分配股利、利润或偿付利息支付的现金||1,885,399.86|11,111.83
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|十、七、78（6）||1.00
筹资活动现金流出小计||1,885,399.86|40,011,112.83
筹资活动产生的现金流量净额||-1,885,399.86|29,988,887.17
四、汇率变动对现金及现金等价物的影响||-354,472.46|-721,462.41
五、现金及现金等价物净增加额||177,651,678.74|22,655,800.51
加：期初现金及现金等价物余额||99,243,727.18|76,587,926.67
六、期末现金及现金等价物余额||276,895,405.92|99,243,727.18
