page|54
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|五、（一）1|505,173,259.83|367,533,339.80
结算备付金|||
拆出资金|||
交易性金融资产|五、（一）2|236,828,127.31|
以公 允价值计量且 其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|五、（一）3||98,102,017.24
应收账款|五、（一）4|265,402,512.29|219,610,638.91
应收款项融资|五、（一）5|132,044,755.62|
预付款项|五、（一）6|3,873,698.78|2,438,447.22
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|五、（一）7|1,300,939.82|3,958,286.31
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|五、（一）8|93,018,450.60|81,036,137.36
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|五、（一）9|1,973,583.58|1,453,846.88
流动资产合计||1,239,615,327.83|774,132,713.72
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|五、（一）10|299,183,671.03|264,521,455.83
在建工程|五、（一）11|16,931,159.45|19,338,436.25
page|55
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|五、（一）12|38,170,571.61|39,190,178.01
开发支出|||
商誉|||
长期待摊费用|五、（一）13|1,813,333.32|
递延所得税资产|五、（一）14|3,787,336.40|3,660,958.66
其他非流动资产|||
非流动资产合计||359,886,071.81|326,711,028.75
资产总计||1,599,501,399.64|1,100,843,742.47
流动负债：|||
短期借款|五、（一）15||57,500,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公 允价值计量且 其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|五、（一）16|40,028,232.98|57,068,870.08
应付账款|五、（一）17|182,452,760.56|127,336,502.18
预收款项|五、（一）18|673,610.55|1,260,284.06
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|五、（一）19|30,938,786.51|30,056,479.49
应交税费|五、（一）20|5,080,503.43|8,484,599.45
其他应付款|五、（一）21|775,544.60|9,629,132.93
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|五、（一）22|5,052,250.00|
其他流动负债|||
流动负债合计||265,001,688.63|291,335,868.19
非流动负债：|||
保险合同准备金|||
长期借款|五、（一）23|25,000,000.00|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|五、（一）24|1,000,000.00|1,000,000.00
长期应付职工薪酬|||
预计负债|||
递延收益|五、（一）25|20,956,847.37|7,645,333.34
page|56
递延所得税负债|||
其他非流动负债|||
非流动负债合计||46,956,847.37|8,645,333.34
负债合计||311,958,536.00|299,981,201.53
所有者权益（或股东权益）：|||
实收资本（或股本）|五、（一）26|208,000,000.00|156,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|五、（一）27|455,018,320.60|37,498,320.60
减：库存股|||
其他综合收益|五、（一）28|6,939,969.22|4,993,118.86
专项储备|||
盈余公积|五、（一）29|42,651,494.37|28,107,996.40
一般风险准备|||
未分配利润|五、（一）30|557,523,982.47|556,661,352.85
归属 于母公司所有 者权益（或股东权益）合计||1,270,133,766.66|783,260,788.71
少数股东权益||17,409,096.98|17,601,752.23
所 有 者 权 益 （ 或 股 东 权益）合计||1,287,542,863.64|800,862,540.94
负债和所有者权益（或股东权益）总计||1,599,501,399.64|1,100,843,742.47
