page|70
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||585,946,679.41|598,682,563.78
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||8,456,457.40|18,511,910.26
收到其他与经营活动有关的现金||34,163,825.89|28,650,249.21
经营活动现金流入小计||628,566,962.70|645,844,723.25
购买商品、接受劳务支付的现金||225,400,364.80|238,572,798.88
客户贷款及垫款净增加额|||
page|71
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||145,009,325.28|138,563,779.85
支付的各项税费||76,662,617.65|74,486,157.24
支付其他与经营活动有关的现金||78,985,218.89|68,599,229.93
经营活动现金流出小计||526,057,526.62|520,221,965.90
经营活动产生的现金流量净额||102,509,436.08|125,622,757.35
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||16,747,833.67|11,408,856.94
处置固定资产、无形资产和其他长期资产收回的现金净额||1,586,020.03|455,750.07
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||1,355,888,096.78|936,000,000.00
投资活动现金流入小计||1,374,221,950.48|947,864,607.01
购建固定资产、无形资产和其他长期资产支付的现金||59,011,448.35|116,751,079.85
投资支付的现金||35,000,000.00|41,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||1,270,000,000.00|1,184,000,000.00
投资活动现金流出小计||1,364,011,448.35|1,341,751,079.85
投资活动产生的现金流量净额||10,210,502.13|-393,886,472.84
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||2,525,000.00|56,341,844.83
其中：子公司吸收少数股东投资收到的现金||2,525,000.00|25,110,344.83
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||2,525,000.00|56,341,844.83
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||41,375,070.00|31,002,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||875,008.06|1,854,344.83
筹资活动现金流出小计||42,250,078.06|32,856,344.83
筹资活动产生的现金流量净额||-39,725,078.06|23,485,500.00
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||72,994,860.15|-244,778,215.49
加：期初现金及现金等价物余额||636,943,408.67|881,721,624.16
六、期末现金及现金等价物余额||709,938,268.82|636,943,408.67
