page|117
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,713,745,850.88|1,972,442,985.27
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,338,400.53|4,524,553.94
收到其他与经营活动有关的现金|七、76|1,227,830,580.57|1,025,629,610.23
经营活动现金流入小计||2,946,914,831.98|3,002,597,149.44
购买商品、接受劳务支付的现金||1,108,385,137.43|1,196,755,256.42
page|118
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||380,656,972.73|421,145,672.30
支付的各项税费||79,030,857.83|138,796,700.04
支付其他与经营活动有关的现金|七、76|917,268,323.77|928,600,051.95
经营活动现金流出小计||2,485,341,291.76|2,685,297,680.71
经营活动产生的现金流量净额|七、77|461,573,540.22|317,299,468.73
二、投资活动产生的现金流量：|||
收回投资收到的现金||213,206,517.58|14,500,000.00
取得投资收益收到的现金||1,006,835.53|51,634.93
处置固定资产、无形资产和其他长期资产收回的现金净额||4,531,918.00|5,891,900.00
处置子公司及其他营业单位收到的现金净额|七、77|55,300,509.50|23,896,633.25
收到其他与投资活动有关的现金|七、76|4,587,683.16|231,675,262.34
投资活动现金流入小计||278,633,463.77|276,015,430.52
购建固定资产、无形资产和其他长期资产支付的现金||1,706,813,805.42|1,117,986,483.73
投资支付的现金||180,135,232.65|175,443,949.26
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76|100,523,475.79|54,200,000.00
投资活动现金流出小计||1,987,472,513.86|1,347,630,432.99
投资活动产生的现金流量净额||-1,708,839,050.09|-1,071,615,002.47
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||155,442,769.81|139,326,000.00
其中：子公司吸收少数股东投资收到的现金||93,107,830.00|116,456,400.00
取得借款收到的现金||2,759,516,257.41|2,333,419,512.47
发行债券收到的现金||199,295,000.00|
收到其他与筹资活动有关的现金|七、76|1,172,552,000.00|311,125,000.00
筹资活动现金流入小计||4,286,806,027.22|2,783,870,512.47
偿还债务支付的现金||1,854,694,001.96|1,563,947,040.81
分配股利、利润或偿付利息支付的现金||193,433,828.26|214,103,788.36
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|1,156,342,297.02|326,571,987.41
筹资活动现金流出小计||3,204,470,127.24|2,104,622,816.58
筹资活动产生的现金流量净额||1,082,335,899.98|679,247,695.89
四、汇率变动对现金及现金等价物的影响||-119,240.06|298,679.10
五、现金及现金等价物净增加额|七、77|-165,048,849.95|-74,769,158.75
加：期初现金及现金等价物余额|七、77|889,414,434.52|964,183,593.27
六、期末现金及现金等价物余额|七、77|724,365,584.57|889,414,434.52
