page|94
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七．1|309,743,638.55|270,663,343.94
结算备付金|||
拆出资金|||
交易性金融资产|七．2|200,334,233.42|-
衍生金融资产|七．3|3,598,163.62|1,340,647.77
应收票据|||
应收账款|七．5|440,602,466.16|371,442,742.79
应收款项融资|七．6|91,581,940.04|195,744,492.70
预付款项|七．7|19,425,020.28|6,258,403.00
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七．8|10,066,979.11|5,199,053.87
其中：应收利息||230,303.39|
应收股利|||
买入返售金融资产|||
存货|七．9|488,516,719.87|296,577,077.18
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七．13|47,063,483.53|9,237,710.89
流动资产合计||1,610,932,644.58|1,156,463,472.14
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七．21|1,068,824,333.57|902,274,763.34
在建工程|七．22|463,638,601.02|46,438,243.61
生产性生物资产|||
油气资产|||
使用权资产|七．24|19,179,485.34|
无形资产|七．25|142,126,869.92|80,601,125.25
开发支出|||
商誉|||
长期待摊费用|七．28|8,958,138.23|10,929,061.88
递延所得税资产|||
page|95
其他非流动资产|七．30|176,360,529.00|34,689,619.87
非流动资产合计||1,879,087,957.08|1,074,932,813.95
资产总计||3,490,020,601.66|2,231,396,286.09
流动负债：|||
短期借款|七．31|568,926,909.65|177,575,330.67
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七．34|2,542,061.87|17,548,762.33
应付账款|七．35|348,179,919.16|334,159,128.38
预收款项|||
合同负债|七．37|1,360,901.53|1,085,543.08
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七．38|35,872,876.93|34,158,611.90
应交税费|七．39|4,317,884.56|5,913,751.68
其他应付款|七．40|171,239,232.70|60,086,273.70
其中：应付利息||793,183.90|191,931.99
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七．42|10,210,022.30|
其他流动负债|七．43|22,759,597.27|18,361,229.61
流动负债合计||1,165,409,405.97|648,888,631.35
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|七．45|460,353,313.31|
其中：优先股|||
永续债|||
租赁负债|七．46|8,917,456.66|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|七．29|21,931,036.04|22,757,817.84
其他非流动负债|||
非流动负债合计||491,201,806.01|22,757,817.84
负债合计||1,656,611,211.98|671,646,449.19
所有者权益（或股东权益）：|||
实收资本（或股本）|七．52|201,415,700.00|201,494,200.00
其他权益工具|七．53|158,241,473.14|-
其中：优先股|||
永续债|||
page|96
资本公积|七．54|998,671,649.42|993,589,740.16
减：库存股|七．55|8,944,268.08|11,940,361.47
其他综合收益|七．56|55,420.49|-596,980.23
专项储备|||
盈余公积|七．58|51,956,456.06|41,355,297.32
一般风险准备|||
未分配利润|七．59|432,012,958.65|335,847,941.12
归属于母公司所有者权益（或股东权益）合计||1,833,409,389.68|1,559,749,836.90
少数股东权益|||
所有者权益（或股东权益）合计||1,833,409,389.68|1,559,749,836.90
负债和所有者权益（或股东权益）总计||3,490,020,601.66|2,231,396,286.09
