page|69
项目|附注|2019 年度|2018 年度
一、营业总收入||667,257,781.35|787,996,055.83
其中：营业收入|七、59|667,257,781.35|787,996,055.83
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||678,783,821.86|711,095,673.94
其中：营业成本|七、59|302,330,584.46|353,664,858.98
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、60|54,876,943.76|63,667,267.77
销售费用|七、61|242,861,564.13|220,219,296.33
管理费用|七、62|48,603,048.63|49,682,980.58
研发费用|七、63|4,386,887.23|2,972,397.38
财务费用|七、64|25,724,793.65|20,888,872.90
其中：利息费用||27,004,740.04|19,973,779.87
利息收入||1,574,963.49|435,764.86
加：其他收益|七、65|2,612,896.87|2,322,210.13
投资收益（损失以“－”号填列）|七、66|27,852.05|80,953.37
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、69|-2,897,799.45|
资产减值损失（损失以“-”号填列）|七、70||-5,037,468.98
|资产处置收益（损失以“－”号填列）  七、71|1,560,004.31|254,260.63
三、营业利润（亏损以“－”号填列）||-10,223,086.73|74,520,337.04
page|70
加：营业外收入|七、72|1,486,244.37|149,668.84
减：营业外支出|七、73|5,730,686.91|5,218,647.06
四、利润总额（亏损总额以“－”号填列）||-14,467,529.27|69,451,358.82
减：所得税费用|七、74|11,397,527.23|17,811,017.44
五、净利润（净亏损以“－”号填列）||-25,865,056.50|51,640,341.38
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-25,865,056.50|51,640,341.38
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-25,865,056.50|51,640,341.38
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||7,245,921.22|-12,916,073.82
（一）归属母公司所有者的其他综合收益的税后净额||7,245,921.22|-12,916,073.82
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||7,245,921.22|-12,916,073.82
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||7,245,921.22|-12,916,073.82
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-18,619,135.28|38,724,267.56
（一）归属于母公司所有者的综合收益总额||-18,619,135.28|38,724,267.56
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||-0.08|0.22
（二）稀释每股收益(元/股)||-0.08|0.22
