page|91
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,928,747,734.50|1,342,476,482.52
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||78,487,451.81|13,619,274.46
经营活动现金流入小计||2,007,235,186.31|1,356,095,756.98
购买商品、接受劳务支付的现金||763,311,105.58|483,339,792.56
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
page|92
支付给职工及为职工支付的现金||400,848,247.39|318,832,353.33
支付的各项税费||75,444,251.17|44,391,793.57
支付其他与经营活动有关的现金||81,976,155.07|81,146,081.03
经营活动现金流出小计||1,321,579,759.21|927,710,020.49
经营活动产生的现金流量净额||685,655,427.10|428,385,736.49
二、投资活动产生的现金流量：|||
收回投资收到的现金||769,000,000.00|341,226,791.10
取得投资收益收到的现金||20,308,401.47|307,794.51
处置固定资产、无形资产和其他长期资产收回的现金净额||246,526.58|186,492.43
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||789,554,928.05|341,721,078.04
购建固定资产、无形资产和其他长期资产支付的现金||237,244,827.58|148,977,612.62
投资支付的现金||2,622,117,186.00|444,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||3,646,039.50
投资活动现金流出小计||2,859,362,013.58|596,623,652.12
投资活动产生的现金流量净额||-2,069,807,085.53|-254,902,574.08
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||5,431,555,876.96|32,872,124.88
其中：子公司吸收少数股东投资收到的现金||10,000,000.00|
取得借款收到的现金|||35,621,903.56
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||5,431,555,876.96|68,494,028.44
偿还债务支付的现金||3,722,528.15|31,780,169.07
分配股利、利润或偿付利息支付的现金||95,270,280.46|55,813,226.23
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||42,160,600.12|17,774,527.06
筹资活动现金流出小计||141,153,408.73|105,367,922.36
筹资活动产生的现金流量净额||5,290,402,468.23|-36,873,893.92
四、汇率变动对现金及现金等价物的影响||-60,898,417.91|-8,523,132.66
page|93
五、现金及现金等价物净增加额||3,845,352,391.89|128,086,135.83
加：期初现金及现金等价物余额||305,043,920.05|176,957,784.22
六、期末现金及现金等价物余额||4,150,396,311.94|305,043,920.05
