page|98
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||342,502,632.74|375,387,427.71
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||10,282,331.15|
收到其他与经营活动有关的现金|七、76（1）|450,109,346.73|494,537,385.42
经营活动现金流入小计||802,894,310.62|869,924,813.13
购买商品、接受劳务支付的现金||236,662,678.22|361,026,743.52
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||35,214,477.78|37,677,864.12
支付的各项税费||17,254,892.08|91,788,523.41
支付其他与经营活动有关的现金|七、76（2）|294,239,618.53|499,432,748.92
page|99
经营活动现金流出小计||583,371,666.61|989,925,879.97
经营活动产生的现金流量净额||219,522,644.01|-120,001,066.84
二、投资活动产生的现金流量：|||
收回投资收到的现金||27,878,514.53|15,039.64
取得投资收益收到的现金||122,500.00|
处置固定资产、无形资产和其他长期资产收回的现金净额||79,897.80|50,050.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76（3）|19,280,029.14|17,256,088.64
投资活动现金流入小计||47,360,941.47|17,321,178.28
购建固定资产、无形资产和其他长期资产支付的现金||274,711,407.79|472,977,925.36
投资支付的现金||16,470,302.13|208,986,781.13
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||83,005,654.82|
支付其他与投资活动有关的现金|七、76（4）|19,280,029.14|6,359,490.00
投资活动现金流出小计||393,467,393.88|688,324,196.49
投资活动产生的现金流量净额||-346,106,452.41|-671,003,018.21
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||580,886,300.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||858,890,000.00|490,400,000.00
收到其他与筹资活动有关的现金|七、76（5）|71,222,970.00|9,780,000.00
筹资活动现金流入小计||930,112,970.00|1,081,066,300.00
偿还债务支付的现金||610,904,644.42|210,509,100.00
分配股利、利润或偿付利息支付的现金||97,030,129.49|30,965,600.96
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76（6）|87,198,613.79|39,702,151.07
筹资活动现金流出小计||795,133,387.70|281,176,852.03
筹资活动产生的现金流量净额||134,979,582.30|799,889,447.97
四、汇率变动对现金及现金等价物的影响||209,841.79|-96,232.43
五、现金及现金等价物净增加额||8,605,615.69|8,789,130.49
加：期初现金及现金等价物余额||93,899,945.85|85,110,815.36
六、期末现金及现金等价物余额||102,505,561.54|93,899,945.85
