page|153
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|194,947,800.08|169,605,818.18
结算备付金||
拆出资金||
交易性金融资产|88,174,356.27|25,292,365.43
衍生金融资产||
应收票据|177,895,720.42|30,640,000.00
应收账款|119,051,803.87|71,811,629.68
应收款项融资|220,000.00|1,050,000.00
预付款项|332,227,890.46|95,584,825.80
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|20,608,806.56|12,830,706.75
其中：应收利息||
应收股利||
买入返售金融资产||
存货|247,786,914.07|218,800,783.69
合同资产||
持有待售资产||
一年内到期的非流动资产||
page|154
其他流动资产|117,507,377.67|144,236,379.62
流动资产合计|1,298,420,669.40|769,852,509.15
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|45,962,907.52|42,844,567.83
其他权益工具投资|61,232,435.02|40,145,105.75
其他非流动金融资产|178,010,000.00|
投资性房地产|3,385,711.39|1,843,003.37
固定资产|885,475,074.80|341,528,789.84
在建工程|17,934,327.47|591,115,919.66
生产性生物资产||
油气资产||
使用权资产|154,080,010.64|
无形资产|81,717,828.34|56,699,864.40
开发支出||
商誉||
长期待摊费用|115,392,752.44|15,481,964.88
递延所得税资产|30,759,595.81|46,100,092.76
其他非流动资产|15,307,918.20|15,575,218.52
非流动资产合计|1,589,258,561.63|1,151,334,527.01
资产总计|2,887,679,231.03|1,921,187,036.16
流动负债：||
短期借款|616,187,550.63|199,781,642.60
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|49,000,000.00|19,900,000.00
应付账款|126,424,150.52|101,020,002.67
预收款项||
合同负债|84,080,880.86|37,020,392.12
page|155
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|5,346,793.28|4,980,480.20
应交税费|12,642,183.02|8,421,082.60
其他应付款|82,063,312.26|91,363,924.91
其中：应付利息|1,383,380.77|443,653.00
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|111,213,994.09|291,900,000.00
其他流动负债|61,546,126.64|4,728,883.19
流动负债合计|1,148,504,991.30|759,116,408.29
非流动负债：||
保险合同准备金||
长期借款|369,663,555.26|124,700,000.00
应付债券||
其中：优先股||
永续债||
租赁负债|151,070,417.02|
长期应付款|14,365,300.00|14,365,300.00
长期应付职工薪酬|23,293,143.11|24,314,889.45
预计负债|459,506.92|436,583.45
递延收益|2,008,298.89|797,946.79
递延所得税负债|13,150,730.32|12,122,936.04
其他非流动负债||
非流动负债合计|574,010,951.52|176,737,655.73
负债合计|1,722,515,942.82|935,854,064.02
所有者权益：||
股本|519,875,356.00|519,875,356.00
其他权益工具||
其中：优先股||
page|156
永续债||
资本公积|13,285,234.28|6,971,640.68
减：库存股||
其他综合收益|37,560,941.91|14,330,115.92
专项储备|2,641,670.22|
盈余公积|215,812,810.37|215,812,810.37
一般风险准备||
未分配利润|246,974,895.38|151,916,494.91
归属于母公司所有者权益合计|1,036,150,908.16|908,906,417.88
少数股东权益|129,012,380.05|76,426,554.26
所有者权益合计|1,165,163,288.21|985,332,972.14
负债和所有者权益总计|2,887,679,231.03|1,921,187,036.16
