page|69
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,947,625,411.14|8,021,389,487.29
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||136,623,535.22|43,740,567.39
收到其他与经营活动有关的现金||222,117,170.20|131,126,890.89
经营活动现金流入小计||8,306,366,116.56|8,196,256,945.57
购买商品、接受劳务支付的现金||3,271,439,903.45|2,379,278,225.25
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
page|70
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,191,405,072.13|891,718,514.33
支付的各项税费||684,247,070.37|695,793,932.47
支付其他与经营活动有关的现金||390,677,477.87|367,459,483.69
经营活动现金流出小计||5,537,769,523.82|4,334,250,155.74
经营活动产生的现金流量净额||2,768,596,592.74|3,862,006,789.83
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,227,900,000.00|2,159,937,711.77
取得投资收益收到的现金||30,740,185.83|39,101,515.00
处置固定资产、无形资产和其他长期资产收回的现金净额||202,143,208.58|714,819.80
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||20,550,964.00|31,644,256.02
投资活动现金流入小计||1,481,334,358.41|2,231,398,302.59
购建固定资产、无形资产和其他长期资产支付的现金||5,109,198,554.61|6,054,195,562.43
投资支付的现金||1,150,300,000.00|1,681,900,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||12,400,000.00
投资活动现金流出小计||6,259,498,554.61|7,748,495,562.43
投资活动产生的现金流量净额||-4,778,164,196.20|-5,517,097,259.84
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||103,321,500.00|217,219,183.90
其中：子公司吸收少数股东投资收到的现金||103,321,500.00|217,219,183.90
取得借款收到的现金||16,150,052,261.42|8,659,286,458.02
收到其他与筹资活动有关的现金||1,088,009,354.28|415,491,753.86
筹资活动现金流入小计||17,341,383,115.70|9,291,997,395.78
偿还债务支付的现金||13,912,997,551.49|6,850,229,988.75
分配股利、利润或偿付利息支付的现金||1,313,783,300.67|1,177,266,052.20
其中：子公司支付给少数股东的股利、利润||3,594,167.00|3,559,487.07
支付其他与筹资活动有关的现金||85,110,582.02|101,499,814.41
筹资活动现金流出小计||15,311,891,434.18|8,128,995,855.36
筹资活动产生的现金流量净额||2,029,491,681.52|1,163,001,540.42
四、汇率变动对现金及现金等价物的影响||-62,474,924.90|142,663,494.03
五、现金及现金等价物净增加额||-42,550,846.84|-349,425,435.56
加：期初现金及现金等价物余额||1,488,076,068.09|1,837,501,503.65
六、期末现金及现金等价物余额||1,445,525,221.25|1,488,076,068.09
