page|66
项目|附注|2019 年度|2018 年度
一、营业总收入||10,493,293,115.71|10,032,423,279.18
其中：营业收入||10,493,293,115.71|10,032,423,279.18
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||8,298,240,412.64|7,146,174,625.70
其中：营业成本||6,772,702,294.98|5,506,842,837.93
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||61,345,923.41|85,535,157.71
销售费用||88,309,356.52|385,689,900.71
管理费用||576,835,053.68|538,109,752.92
研发费用||283,805,966.64|288,768,065.63
财务费用||515,241,817.41|341,228,910.80
其中：利息费用||515,893,338.21|452,139,507.06
page|67
利息收入||33,167,348.78|36,238,604.90
加：其他收益||145,276,500.04|20,536,417.90
投资收益（损失以“－”号填列）||64,239,387.00|75,565,340.13
其中：对联营企业和合营企业的投资收益||63,330,243.00|67,902,404.11
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||41,481,080.03|-31,466,534.31
信用减值损失（损失以“-”号填列）||-45,424,144.55|
资产减值损失（损失以“-”号填列）||-5,886,406.25|-108,970,813.40
资产处置收益（损失以“－”号填列）||128,781,097.36|-5,063,150.62
三、营业利润（亏损以“－”号填列）||2,523,520,216.70|2,836,849,913.18
加：营业外收入||28,295,795.65|20,060,309.59
减：营业外支出||14,834,137.32|32,881,891.12
四、利润总额（亏损总额以“－”号填列）||2,536,981,875.03|2,824,028,331.65
减：所得税费用||423,522,612.66|439,193,672.71
五、净利润（净亏损以“－”号填列）||2,113,459,262.37|2,384,834,658.94
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||2,113,459,262.37|2,384,834,658.94
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||2,128,865,279.67|2,373,978,329.74
2.少数股东损益（净亏损以“-”号填列）||-15,406,017.30|10,856,329.20
六、其他综合收益的税后净额||70,933,689.01|158,118,334.69
（一）归属母公司所有者的其他综合收益的税后净额||63,836,970.24|145,255,988.35
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||63,836,970.24|145,255,988.35
（1）权益法下可转损益的其他综合收益||658,260.41|-2,937,265.22
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||63,178,709.83|148,193,253.57
page|68
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||7,096,718.77|12,862,346.34
七、综合收益总额||2,184,392,951.38|2,542,952,993.63
（一）归属于母公司所有者的综合收益总额||2,192,702,249.91|2,519,234,318.09
（二）归属于少数股东的综合收益总额||-8,309,298.53|23,718,675.54
八、每股收益：|||
（一）基本每股收益(元/股)||0.6078|0.6778
（二）稀释每股收益(元/股)||0.6078|0.6778
