page|84
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,983,155,082.47|2,562,468,782.22
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,922,236.67|5,253,302.19
收到其他与经营活动有关的现金||134,433,889.59|75,374,171.09
经营活动现金流入小计||3,121,511,208.73|2,643,096,255.50
购买商品、接受劳务支付的现金||1,630,191,619.46|1,362,482,129.49
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||649,072,176.71|541,013,239.93
支付的各项税费||241,558,843.95|228,287,530.43
支付其他与经营活动有关的现金||124,116,203.36|102,888,848.97
经营活动现金流出小计||2,644,938,843.48|2,234,671,748.82
经营活动产生的现金流量净额||476,572,365.25|408,424,506.68
二、投资活动产生的现金流量：|||
收回投资收到的现金||550,321.99|
取得投资收益收到的现金||4,548,799.73|16,839,244.49
处置固定资产、无形资产和其他长期资产收回的现金净额||522,097.53|1,175,362.15
page|85
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||-
投资活动现金流入小计||5,621,219.25|18,014,606.64
购建固定资产、无形资产和其他长期资产支付的现金||315,601,412.26|352,757,690.80
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||315,601,412.26|352,757,690.80
投资活动产生的现金流量净额||-309,980,193.01|-334,743,084.16
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||623,766,168.00|531,000,000.00
收到其他与筹资活动有关的现金|||-
筹资活动现金流入小计||623,766,168.00|531,000,000.00
偿还债务支付的现金||725,400,370.00|511,487,975.00
分配股利、利润或偿付利息支付的现金||54,652,297.98|43,116,262.73
其中：子公司支付给少数股东的股利、利润||15,460,640.00|1,546,064.00
支付其他与筹资活动有关的现金||43,804,374.00|41,202,087.05
筹资活动现金流出小计||823,857,041.98|595,806,324.78
筹资活动产生的现金流量净额||-200,090,873.98|-64,806,324.78
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-33,498,701.74|8,875,097.74
加：期初现金及现金等价物余额||227,246,177.69|218,371,079.95
六、期末现金及现金等价物余额||193,747,475.95|227,246,177.69
