page|76
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||195,593,146.22|228,648,957.86
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||1,200,000.00|1,534,073.30
应收账款||84,032,753.52|83,305,620.28
应收款项融资|||
预付款项||35,809,417.51|56,897,045.14
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||17,425,266.03|67,205,880.35
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||51,986,539.28|62,177,700.39
合同资产||58,816,168.24|88,867,882.07
持有待售资产|||
一年内到期的非流动资产||6,519,400.00|2,173,133.00
其他流动资产||34,774,603.24|49,179,855.18
流动资产合计||486,157,294.04|639,990,147.57
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||74,709,023.72|72,960,576.52
长期股权投资||433,477,224.51|420,951,604.58
其他权益工具投资|||
其他非流动金融资产||99,451,238.10|95,018,892.88
投资性房地产||4,303,873.43|2,916,306.71
固定资产||2,289,115,734.98|2,083,492,223.09
page|77
在建工程||305,796,290.48|381,161,246.67
生产性生物资产|||
油气资产|||
使用权资产||3,245,682.49|
无形资产||216,545,992.73|216,202,928.27
开发支出|||
商誉||6,799,980.00|6,799,980.00
长期待摊费用||41,194,250.27|35,839,176.70
递延所得税资产||32,687,786.18|38,144,107.11
其他非流动资产||5,671,000.00|5,446,400.33
非流动资产合计||3,512,998,076.89|3,358,933,442.86
资产总计||3,999,155,370.93|3,998,923,590.43
流动负债：|||
短期借款||385,295,700.44|295,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||4,500,000.00|
应付账款||212,243,745.13|221,571,851.01
预收款项|||
合同负债||317,695,132.20|303,531,630.38
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||243,417,292.65|230,964,626.52
应交税费||62,203,381.71|56,101,208.80
其他应付款||72,370,692.94|119,800,135.19
其中：应付利息|||
应付股利||1,304,487.73|1,304,487.73
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||28,339,595.98|177,592,370.00
其他流动负债||32,548,921.81|29,396,535.87
流动负债合计||1,358,614,462.86|1,433,958,357.77
非流动负债：|||
保险合同准备金|||
长期借款||334,000,000.00|374,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债||1,956,262.57|
长期应付款||299,548,000.00|308,708,983.10
长期应付职工薪酬|||
预计负债|||
page|78
递延收益||63,827,699.97|60,290,257.84
递延所得税负债||191,955.18|225,823.92
其他非流动负债|||
非流动负债合计||699,523,917.72|743,225,064.86
负债合计||2,058,138,380.58|2,177,183,422.63
所有者权益（或股东权益）：|||
实收资本（或股本）||538,400,659.00|538,400,659.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||1,397,581,241.35|1,384,673,703.80
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||98,190,892.48|98,190,892.48
一般风险准备|||
未分配利润||-314,313,021.65|-431,926,643.21
归属于母公司所有者权益（或股东权益）合计||1,719,859,771.18|1,589,338,612.07
少数股东权益||221,157,219.17|232,401,555.73
所有者权益（或股东权益）合计||1,941,016,990.35|1,821,740,167.80
负债和所有者权益（或股东权益）总计||3,999,155,370.93|3,998,923,590.43
