page|135
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||434,256,355.49|330,621,445.65
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
page|136
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,598,298.75|368,512.90
收到其他与经营活动有关的现金|七、78|13,897,820.57|5,020,596.55
经营活动现金流入小计||449,752,474.81|336,010,555.10
购买商品、接受劳务支付的现金||171,882,961.79|133,523,466.60
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||151,438,454.65|100,771,450.47
支付的各项税费||13,654,503.14|17,820,015.88
支付其他与经营活动有关的现金|七、78|24,526,156.56|20,900,794.52
经营活动现金流出小计||361,502,076.14|273,015,727.47
经营活动产生的现金流量净额||88,250,398.67|62,994,827.63
二、投资活动产生的现金流量：|||
收回投资收到的现金||302,490,000.00|74,000,000.00
取得投资收益收到的现金||1,682,975.41|416,684.83
处置固定资产、无形资产和其他长期资产收回的现金净额||1,500.00|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||304,174,475.41|74,416,684.83
购建固定资产、无形资产和其他长期资产支付的现金||84,956,590.13|27,033,494.23
投资支付的现金||495,000,000.00|79,090,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||3,995,006.27
支付其他与投资活动有关的现金|||
投资活动现金流出小计||579,956,590.13|110,118,500.50
投资活动产生的现金流量净额||-275,782,114.72|-35,701,815.67
三、筹资活动产生的现金流量：|||
page|137
吸收投资收到的现金||488,303,880.00|
其中：子公司吸收少数股东投资收到的现金||750,000.00|
取得借款收到的现金||148,005,000.00|37,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||636,308,880.00|37,000,000.00
偿还债务支付的现金||33,500,000.00|25,500,000.00
分配股利、利润或偿付利息支付的现金||1,247,731.88|1,071,367.22
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|33,083,465.80|4,905,881.76
筹资活动现金流出小计||67,831,197.68|31,477,248.98
筹资活动产生的现金流量净额||568,477,682.32|5,522,751.02
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||380,945,966.27|32,815,762.98
加：期初现金及现金等价物余额||109,305,218.92|76,489,455.94
六、期末现金及现金等价物余额  七、79||490,251,185.19|109,305,218.92
