page|88
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||16,533,348,382.54|16,003,037,240.35
收到的税费返还||246,826.24|799,484.71
收到其他与经营活动有关的现金|七、78|126,901,746.39|241,788,094.43
经营活动现金流入小计||16,660,496,955.17|16,245,624,819.49
购买商品、接受劳务支付的现金||3,308,976,498.72|1,658,964,159.80
支付给职工及为职工支付的现金||800,581,902.70|746,791,323.85
支付的各项税费||2,115,930,221.45|2,460,857,870.83
支付其他与经营活动有关的现金|七、78|8,476,244,944.83|8,757,677,936.32
经营活动现金流出小计||14,701,733,567.70|13,624,291,290.80
经营活动产生的现金流量净额||1,958,763,387.47|2,621,333,528.69
二、投资活动产生的现金流量：|||
取得投资收益收到的现金||24,616,608.92|38,751,698.18
处置固定资产、无形资产和其他长期资产收回的现金净额||10,229,733.00|521,437.75
处置子公司及其他营业单位收到的现金净额||21,660,201.68|
收到其他与投资活动有关的现金|七、78|86,721,524.56|51,269,228.96
投资活动现金流入小计||143,228,068.16|90,542,364.89
购建固定资产、无形资产和其他长期资产支付的现金||536,438,032.51|662,111,856.67
page|89
投资支付的现金||24,909,226.19|11,925,107.15
取得子公司及其他营业单位支付的现金净额|||20,269,442.89
支付其他与投资活动有关的现金|七、78|3,600,000.00|666,423,600.00
投资活动现金流出小计||564,947,258.70|1,360,730,006.71
投资活动产生的现金流量净额||-421,719,190.54|-1,270,187,641.82
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||14,199,000.00|7,773,306.00
其中：子公司吸收少数股东投资收到的现金||14,199,000.00|7,773,306.00
取得借款收到的现金||3,079,349,753.55|2,269,399,894.79
收到其他与筹资活动有关的现金|七、78|3,912,531.86|1,548,365.60
筹资活动现金流入小计||3,097,461,285.41|2,278,721,566.39
偿还债务支付的现金||2,437,603,105.33|1,794,000,000.00
分配股利、利润或偿付利息支付的现金||2,512,442,345.00|940,204,559.82
其中：子公司支付给少数股东的股利、利润||24,215,569.28|19,627,866.61
支付其他与筹资活动有关的现金|七、78|33,400,000.00|770,123,405.57
筹资活动现金流出小计||4,983,445,450.33|3,504,327,965.39
筹资活动产生的现金流量净额||-1,885,984,164.92|-1,225,606,399.00
四、汇率变动对现金及现金等价物的影响||-14,380.69|3,587.26
五、现金及现金等价物净增加额||-348,954,348.68|125,543,075.13
加：期初现金及现金等价物余额||1,818,610,607.27|1,693,067,532.14
六、期末现金及现金等价物余额||1,469,656,258.59|1,818,610,607.27
