page|76
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|214,816,503.65|522,880,294.55
结算备付金||
拆出资金||
交易性金融资产|278,454,013.70|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|14,016,131.43|13,050,745.88
应收账款|761,084,782.45|716,252,094.80
应收款项融资|11,668,630.39|
预付款项|7,415,200.60|5,037,758.16
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|46,231,518.45|43,155,770.81
其中：应收利息||
应收股利||
买入返售金融资产||
存货|363,268,655.45|354,545,189.50
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|258,921,283.29|394,080,735.85
流动资产合计|1,955,876,719.41|2,049,002,589.55
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||
page|77
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|552,643,462.95|236,727,320.86
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|2,148,927,470.54|1,961,731,257.48
在建工程|308,849,648.92|282,679,454.95
生产性生物资产||
油气资产||
使用权资产||
无形资产|279,906,546.30|273,539,967.99
开发支出||
商誉|476,017.08|
长期待摊费用|98,567,433.52|125,001,919.83
递延所得税资产|17,547,046.69|9,230,313.78
其他非流动资产|15,161,882.32|21,675,443.12
非流动资产合计|3,422,079,508.32|2,910,585,678.01
资产总计|5,377,956,227.73|4,959,588,267.56
流动负债：||
短期借款|200,526,736.79|143,750,637.77
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|210,836,856.49|180,057,872.30
应付账款|693,392,435.61|747,362,711.09
预收款项|5,225,501.71|9,794,935.01
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
page|78
代理买卖证券款||
代理承销证券款||
应付职工薪酬|42,071,139.30|65,773,485.30
应交税费|24,482,821.51|34,894,740.75
其他应付款|129,159,577.69|127,858,965.59
其中：应付利息||
应付股利|4,307,275.04|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||27,500,000.00
其他流动负债|437,995.95|
流动负债合计|1,306,133,065.05|1,336,993,347.81
非流动负债：||
保险合同准备金||
长期借款|135,570,352.23|27,612,433.89
应付债券||651,277,527.88
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|45,202,260.61|37,323,227.18
递延所得税负债||
其他非流动负债||
非流动负债合计|180,772,612.84|716,213,188.95
负债合计|1,486,905,677.89|2,053,206,536.76
所有者权益：||
股本|884,026,738.00|831,240,858.00
其他权益工具||153,868,632.16
其中：优先股||
永续债||
资本公积|1,227,102,210.30|415,610,574.96
page|79
减：库存股|68,907,149.76|75,544,730.00
其他综合收益||
专项储备||
盈余公积|169,268,472.32|130,826,983.46
一般风险准备||
未分配利润|1,654,665,172.38|1,450,379,412.22
归属于母公司所有者权益合计|3,866,155,443.24|2,906,381,730.80
少数股东权益|24,895,106.60|
所有者权益合计|3,891,050,549.84|2,906,381,730.80
负债和所有者权益总计|5,377,956,227.73|4,959,588,267.56
