page|66
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,884,122,575.68|2,027,668,860.69
page|67
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,146,744.80|59,321,970.67
收到其他与经营活动有关的现金||12,755,629.05|17,152,211.73
经营活动现金流入小计||1,898,024,949.53|2,104,143,043.09
购买商品、接受劳务支付的现金||1,687,267,434.75|1,698,171,557.99
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||62,399,585.57|62,346,016.99
支付的各项税费||34,842,360.16|39,019,532.55
支付其他与经营活动有关的现金||76,140,028.52|167,521,150.07
经营活动现金流出小计||1,860,649,409.00|1,967,058,257.60
经营活动产生的现金流量净额||37,375,540.53|137,084,785.49
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||128,097.35|26,747.26
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||15,090,638.34|13,523,100.56
投资活动现金流入小计||15,218,735.69|13,549,847.82
购建固定资产、无形资产和其||16,705,963.48|88,226,948.56
page|68
他长期资产支付的现金|||
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||85,000,000.00|
投资活动现金流出小计||101,705,963.48|88,226,948.56
投资活动产生的现金流量净额||-86,487,227.79|-74,677,100.74
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||85,000,000.00|95,000,000.00
收到其他与筹资活动有关的现金||26,387,727.25|
筹资活动现金流入小计||111,387,727.25|95,000,000.00
偿还债务支付的现金||58,000,000.00|
分配股利、利润或偿付利息支付的现金||35,023,507.80|45,097,556.98
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||93,023,507.80|45,097,556.98
筹资活动产生的现金流量净额||18,364,219.45|49,902,443.02
四、汇率变动对现金及现金等价物的影响||-224,504.23|1,434,361.09
五、现金及现金等价物净增加额||-30,971,972.04|113,744,488.86
加：期初现金及现金等价物余额||319,022,959.30|205,278,470.44
六、期末现金及现金等价物余额||288,050,987.26|319,022,959.30
