page|100
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||9,118,766,450.99|7,527,761,294.05
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||490,832,751.23|356,800,962.67
page|101
收到其他与经营活动有关的现金||283,043,958.54|280,063,543.27
经营活动现金流入小计||9,892,643,160.76|8,164,625,799.99
购买商品、接受劳务支付的现金||5,870,296,507.64|4,895,553,061.85
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||2,003,242,867.37|1,576,651,425.65
支付的各项税费||596,758,253.04|529,716,544.05
支付其他与经营活动有关的现金||510,505,299.61|443,114,992.94
经营活动现金流出小计||8,980,802,927.66|7,445,036,024.49
经营活动产生的现金流量净额||911,840,233.10|719,589,775.50
二、投资活动产生的现金流量：|||
收回投资收到的现金|||782,916.92
取得投资收益收到的现金||2,012,322.01|
处置固定资产、无形资产和其他长期资产收回的现金净额||1,370,929.58|57,537,150.51
处置子公司及其他营业单位收到的现金净额|||66,600.00
收到其他与投资活动有关的现金||166,169,846.11|11,545,051.66
投资活动现金流入小计||169,553,097.70|69,931,719.09
购建固定资产、无形资产和其他长期资产支付的现金||924,762,698.22|677,381,144.49
投资支付的现金||3,161,228.97|35,861,948.26
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||19,508,470.31|59,405,967.09
投资活动现金流出小计||947,432,397.50|772,649,059.84
投资活动产生的现金流量净额||-777,879,299.80|-702,717,340.75
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||18,566,744.33|43,745,000.00
其中：子公司吸收少数股东投资收到的现金||18,566,744.33|43,745,000.00
取得借款收到的现金||2,354,921,600.00|2,057,168,944.17
page|102
收到其他与筹资活动有关的现金||49,662.32|7,414,401.57
筹资活动现金流入小计||2,373,538,006.65|2,108,328,345.74
偿还债务支付的现金||1,334,604,255.74|2,209,104,161.30
分配股利、利润或偿付利息支付的现金||384,838,273.64|373,580,288.47
其中：子公司支付给少数股东的股利、利润||123,908,578.93|106,831,844.90
支付其他与筹资活动有关的现金||14,603,440.86|119,953.70
筹资活动现金流出小计||1,734,045,970.24|2,582,804,403.47
筹资活动产生的现金流量净额||639,492,036.41|-474,476,057.73
四、汇率变动对现金及现金等价物的影响||-18,508,371.36|-28,851,919.95
五、现金及现金等价物净增加额||754,944,598.35|-486,455,542.93
加：期初现金及现金等价物余额||898,167,767.83|1,384,623,310.76
六、期末现金及现金等价物余额||1,653,112,366.18|898,167,767.83
