page|45
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||1,508,661,774.61|1,466,516,830.77
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||49,366,686.15|39,778,326.51
应收账款||382,776,721.51|442,064,037.74
应收款项融资||524,840,846.17|457,769,966.91
预付款项||42,494,359.07|37,808,691.10
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||296,236,623.29|254,918,230.26
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||634,326,387.36|785,510,306.13
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||141,480,146.55|93,452,730.38
流动资产合计||3,580,183,544.71|3,577,819,119.80
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||259,700,659.79|251,611,804.43
其他权益工具投资||124,342,809.04|124,342,809.04
其他非流动金融资产|||
投资性房地产|||
固定资产||3,843,710,977.71|4,253,741,185.90
在建工程||880,595,923.06|435,669,562.41
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||538,985,005.65|554,297,578.60
开发支出|||
商誉||31,272,366.48|31,272,366.48
长期待摊费用||63,162.67|115,171.06
递延所得税资产||48,923,466.24|63,165,197.60
其他非流动资产||310,956,521.91|157,629,457.45
非流动资产合计||6,038,550,892.55|5,871,845,132.97
资产总计||9,618,734,437.26|9,449,664,252.77
流动负债：|||
短期借款||1,474,852,391.54|1,200,348,007.25
向中央银行借款|||
拆入资金|||
交易性金融负债|||
page|46
衍生金融负债|||
应付票据||1,499,203,042.17|1,806,701,024.09
应付账款||1,123,103,419.38|1,225,793,557.19
预收款项|||71,532,859.55
合同负债||84,715,129.73|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||39,355,992.81|54,048,421.50
应交税费||88,624,923.63|91,412,790.74
其他应付款||70,262,782.90|79,697,969.26
其中：应付利息|||
应付股利||8,580,000.00|
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||334,213,551.51|574,218,308.34
其他流动负债||11,012,966.87|
流动负债合计||4,725,344,200.54|5,103,752,937.92
非流动负债：|||
保险合同准备金|||
长期借款||243,276,269.06|30,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||203,556,488.22|169,646,806.35
长期应付职工薪酬|||
预计负债|||
递延收益||4,216,666.67|5,691,666.67
递延所得税负债||2,995,227.57|3,883,271.21
其他非流动负债|||
非流动负债合计||454,044,651.52|209,221,744.23
负债合计||5,179,388,852.06|5,312,974,682.15
所有者权益（或股东权益）：|||
实收资本（或股本）||1,428,770,000.00|1,428,770,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||1,812,761,602.70|1,812,761,602.70
减：库存股|||
其他综合收益||1,075,416.03|-2,217,326.92
专项储备|||
盈余公积||153,795,841.51|137,450,789.35
一般风险准备|||
未分配利润||973,941,182.63|702,225,533.71
归属于母公司所有者权益（或股东权益）合计||4,370,344,042.87|4,078,990,598.84
少数股东权益||69,001,542.33|57,698,971.78
所有者权益（或股东权益）合计||4,439,345,585.20|4,136,689,570.62
负债和所有者权益（或股东权益）总计||9,618,734,437.26|9,449,664,252.77
