page|92
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,306,689,684|8,636,267,403
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||174,227,827|
收到其他与经营活动有关的现金|七、78(1)|284,726,283|49,454,215
经营活动现金流入小计||7,765,643,794|8,685,721,618
购买商品、接受劳务支付的现金||5,411,153,992|6,369,117,775
客户贷款及垫款净增加额|||
page|93
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||906,462,316|889,905,499
支付的各项税费||320,561,323|464,659,493
支付其他与经营活动有关的现金|七、78(2)|284,802,270|396,687,906
经营活动现金流出小计||6,922,979,901|8,120,370,673
经营活动产生的现金流量净额||842,663,893|565,350,945
二、投资活动产生的现金流量：|||
收回投资收到的现金||693,202,241|670,868,205
取得投资收益收到的现金||97,884,520|90,436,223
处置固定资产、无形资产和其他长期资产收回的现金净额||17,562,769|16,534,005
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||808,649,530|777,838,433
购建固定资产、无形资产和其他长期资产支付的现金||751,661,050|1,359,340,005
投资支付的现金||724,061,278|923,006,206
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||18,043,545
支付其他与投资活动有关的现金|||7,544,924
投资活动现金流出小计||1,475,722,328|2,307,934,680
投资活动产生的现金流量净额||-667,072,798|-1,530,096,247
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||1,905,310,399
其中：子公司吸收少数股东投资收到的现金|||10,973,225
取得借款收到的现金||1,315,595,896|1,517,095,319
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,315,595,896|3,422,405,718
偿还债务支付的现金||1,707,827,633|1,147,362,652
分配股利、利润或偿付利息支付的现金||257,627,715|434,827,804
其中：子公司支付给少数股东的股利、利润|||1,157,047
支付其他与筹资活动有关的现金|七、78(6)|71,068,592|56,685,566
筹资活动现金流出小计||2,036,523,940|1,638,876,022
筹资活动产生的现金流量净额||-720,928,044|1,783,529,696
四、汇率变动对现金及现金等价物的影响||5,826,828|9,678,488
五、现金及现金等价物净增加额||-539,510,121|828,462,882
加：期初现金及现金等价物余额||2,627,976,441|1,799,513,559
六、期末现金及现金等价物余额||2,088,466,320|2,627,976,441
