page|114
项目|附注|2021 年度|2020 年度
一、营业总收入||208,053,761.62|234,899,280.54
其中：营业收入|七、61|208,053,761.62|234,899,280.54
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||92,475,211.14|101,704,087.67
page|115
其中：营业成本|七、61|56,014,833.44|68,519,913.77
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|1,179,108.43|1,078,851.50
销售费用|七、63|4,535,206.59|2,659,235.04
管理费用|七、64|18,483,237.44|17,396,725.63
研发费用|七、65|11,745,334.02|9,973,458.01
财务费用|七、66|517,491.22|2,075,903.72
其中：利息费用||1,411,555.56|2,033,298.31
利息收入||966,037.82|47,579.89
加：其他收益|七、67|11,059,365.14|5,356,112.14
投资收益（损失以“－”号填列）|七、68|3,482,550.51|551,318.91
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-1,543,860.22|-5,717,139.84
资产减值损失（损失以“-”号填列）|七、72|-159,261.26|-790,013.90
资产处置收益（损失以“－”号填列）|七、73|74,846.77|10,850.46
三、营业利润（亏损以“－”号填列）||128,492,191.42|132,606,320.64
加：营业外收入|七、74|4,692,140.31|7,200.54
减：营业外支出|七、75|48,943.33|734,131.41
四、利润总额（亏损总额以“－”号填列）||133,135,388.40|131,879,389.77
减：所得税费用|七、76|18,594,358.99|19,157,324.37
五、净利润（净亏损以“－”号填列）||114,541,029.41|112,722,065.40
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||114,541,029.41|112,722,065.40
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||114,541,029.41|112,722,065.40
2.少数股东损益（净亏损以“-”号填列）|||
page|116
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||114,541,029.41|112,722,065.40
（一）归属于母公司所有者的综合收益总额||114,541,029.41|112,722,065.40
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.6762|1.8787
（二）稀释每股收益(元/股)||1.6762|1.8787
