page|94
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|189,593,799.12|149,804,879.36
结算备付金||
拆出资金||
交易性金融资产||442,200.00
衍生金融资产||
应收票据|260,911,825.63|261,300,333.49
应收账款|417,542,150.37|379,256,188.90
应收款项融资|108,127.98|1,539,665.25
预付款项|20,618,889.64|23,420,189.87
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|9,534,992.98|8,627,627.69
其中：应收利息||
应收股利||
买入返售金融资产||
存货|251,358,826.29|159,499,859.97
合同资产||
持有待售资产||
一年内到期的非流动资产|109,989,203.40|104,251,848.62
其他流动资产|5,942,546.50|6,460,387.56
流动资产合计|1,265,600,361.91|1,094,603,180.71
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|54,881,014.42|104,121,091.57
长期股权投资||
其他权益工具投资|5,000,000.00|20,000,000.00
page|95
其他非流动金融资产||
投资性房地产||
固定资产|405,712,478.52|394,304,783.53
在建工程|47,607,495.03|28,908,127.59
生产性生物资产||
油气资产||
使用权资产|2,568,812.86|
无形资产|52,828,433.12|30,924,201.31
开发支出||
商誉||
长期待摊费用|14,113,377.26|14,053,149.93
递延所得税资产|35,679,996.35|42,041,159.66
其他非流动资产|11,163,646.40|12,381,375.00
非流动资产合计|629,555,253.96|646,733,888.59
资产总计|1,895,155,615.87|1,741,337,069.30
流动负债：||
短期借款|118,235,107.17|209,946,038.89
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|171,412,978.55|49,142,542.39
应付账款|253,891,671.65|309,891,103.11
预收款项||
合同负债|36,048,638.27|14,212,621.07
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|38,398,682.09|34,010,520.12
应交税费|4,354,943.08|7,636,046.03
其他应付款|43,980,526.21|58,063,398.53
其中：应付利息||
应付股利||
page|96
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,487,930.74|
其他流动负债|15,735,119.25|25,798,487.78
流动负债合计|683,545,597.01|708,700,757.92
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|128,397.62|
长期应付款||
长期应付职工薪酬||
预计负债|2,310,265.63|
递延收益|24,512,537.32|25,891,451.67
递延所得税负债||
其他非流动负债||
非流动负债合计|26,951,200.57|25,891,451.67
负债合计|710,496,797.58|734,592,209.59
所有者权益：||
股本|618,172,423.00|618,502,423.00
其他权益工具||
其中：优先股||
永续债||
资本公积|221,414,636.44|209,289,132.48
减：库存股|24,450,000.00|46,756,500.00
其他综合收益|-17,000,000.00|-17,000,000.00
专项储备||
盈余公积|99,607,955.14|85,568,399.51
一般风险准备||
未分配利润|285,348,907.99|158,603,711.53
归属于母公司所有者权益合计|1,183,093,922.57|1,008,207,166.52
page|97
少数股东权益|1,564,895.72|-1,462,306.81
所有者权益合计|1,184,658,818.29|1,006,744,859.71
负债和所有者权益总计|1,895,155,615.87|1,741,337,069.30
