page|54
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|七 78|271,624,937.97|401,934,763.85
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七 78|94,401,202.35|343,485.67
经营活动现金流入小计||366,026,140.32|402,278,249.52
|购买商品、接受劳务支付的现金  七 78|227,463,355.06|487,675,303.44
客户贷款及垫款净增加额|||
page|55
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金|七 78|24,496,029.34|40,770,838.17
支付的各项税费|七 78|17,678,205.16|2,195,275.64
支付其他与经营活动有关的现金|七 78|15,261,931.20|65,625,653.00
经营活动现金流出小计||284,899,520.76|596,267,070.25
经营活动产生的现金流量净额||81,126,619.56|-193,988,820.73
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|七 78|7,935,300.00|129,490,640.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||7,935,300.00|129,490,640.00
购建固定资产、无形资产和其他长期资产支付的现金|七 78|4,765,821.11|8,237,207.45
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||4,765,821.11|8,237,207.45
投资活动产生的现金流量净额||3,169,478.89|121,253,432.55
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|七 78|196,000,000.00|180,000,000.00
收到其他与筹资活动有关的现金|七 78|2,000,000.00|97,315,332.17
筹资活动现金流入小计||198,000,000.00|277,315,332.17
偿还债务支付的现金|七 78|290,000,000.00|90,000,000.00
page|56
分配股利、利润或偿付利息支付的现金|七 78|17,035,456.79|14,977,697.72
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七 78|28,000,000.00|17,693,041.03
筹资活动现金流出小计||335,035,456.79|122,670,738.75
筹资活动产生的现金流量净额||-137,035,456.79|154,644,593.42
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-52,739,358.34|81,909,205.24
加：期初现金及现金等价物余额||247,841,817.34|165,932,612.10
六、期末现金及现金等价物余额||195,102,459.00|247,841,817.34
