page|114
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|485,764,137.50|392,442,382.42
page|115
结算备付金||
拆出资金||
交易性金融资产|174,193.53|174,193.53
衍生金融资产||
应收票据||
应收账款|873,428,403.47|773,985,183.54
应收款项融资||
预付款项|20,505,789.58|17,958,793.03
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|68,527,056.23|59,322,217.01
其中：应收利息||
应收股利||
买入返售金融资产||
存货||
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|2,739,815.66|5,580,962.47
流动资产合计|1,451,139,395.97|1,249,463,732.00
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|27,287,417.50|28,815,517.76
长期股权投资|110,389,595.14|86,077,008.10
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|11,411,921.77|9,993,773.66
在建工程||
生产性生物资产||
油气资产||
page|116
使用权资产|789,888.04|2,238,582.89
无形资产|171,108,066.75|125,635,438.91
开发支出|14,603,767.78|4,462,156.58
商誉|160,263,561.87|152,830,356.97
长期待摊费用|24,413,585.76|18,548,248.93
递延所得税资产|13,799,631.63|6,287,036.85
其他非流动资产||
非流动资产合计|534,067,436.24|434,888,120.65
资产总计|1,985,206,832.21|1,684,351,852.65
流动负债：||
短期借款|38,297,176.15|32,225,035.56
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|42,946,035.56|70,996,883.93
预收款项||37,040,435.88
合同负债|62,185,109.71|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|348,497,279.43|347,539,102.13
应交税费|111,013,318.57|76,803,951.21
其他应付款|156,615,222.62|93,107,173.93
其中：应付利息|81,962.50|
应付股利|3,167,169.37|1,099,895.88
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|759,554,142.04|657,712,582.64
page|117
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|847,273.10|2,281,185.64
长期应付款|1,916,035.71|1,017,598.17
长期应付职工薪酬|570,110.28|1,322,951.02
预计负债|8,301,099.42|11,462,572.09
递延收益|91,426.22|81,651.54
递延所得税负债|31,073,227.10|21,434,320.47
其他非流动负债||
非流动负债合计|42,799,171.83|37,600,278.93
负债合计|802,353,313.87|695,312,861.57
所有者权益：||
股本|182,856,000.00|182,287,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|301,880,700.05|259,947,989.13
减：库存股|51,245,521.00|34,739,530.00
其他综合收益|-640,623.92|4,205,255.46
专项储备||
盈余公积|34,116,907.50|27,872,829.41
一般风险准备||
未分配利润|571,375,025.44|421,747,269.91
归属于母公司所有者权益合计|1,038,342,488.07|861,320,813.91
少数股东权益|144,511,030.27|127,718,177.17
所有者权益合计|1,182,853,518.34|989,038,991.08
负债和所有者权益总计|1,985,206,832.21|1,684,351,852.65
