page|80
项目|附注|2021 年度|2020 年度
一、营业总收入|||16,276,123,311.55  13,982,104,453.62
其中：营业收入|||16,276,123,311.55  13,982,104,453.62
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||13,949,650,911.49  12,906,296,007.70
其中：营业成本|||12,543,972,688.55  11,596,679,904.67
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||78,039,604.85|53,217,178.04
销售费用||63,670,343.13|36,655,193.76
管理费用||538,738,481.44|369,159,711.99
研发费用||555,893,282.45|279,551,580.94
财务费用||169,336,511.07|571,032,438.30
其中：利息费用||356,033,961.01|519,552,784.54
利息收入||41,140,074.46|22,110,304.49
加：其他收益||11,598,534.32|11,173,701.64
投资收益（损失以“－”号填列）||-60,167,277.56|8,695,652.17
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|81
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||723,793.26|10,108,579.21
信用减值损失（损失以“-”号填列）||5,982,558.14|1,248,067.23
资产减值损失（损失以“-”号填列）||-16,883,309.32|-9,007,243.03
资产处置收益（损失以“－”号填列）||-13,918,116.23|-591,921.36
三、营业利润（亏损以“－”号填列）||2,253,808,582.67|1,097,435,281.78
加：营业外收入||2,678,828.10|2,720,939.36
减：营业外支出||14,632,463.77|7,269,798.40
四、利润总额（亏损总额以“－”号填列）||2,241,854,947.00|1,092,886,422.74
减：所得税费用||536,174,880.40|258,811,742.72
五、净利润（净亏损以“－”号填列）||1,705,680,066.60|834,074,680.02
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,705,680,066.60|834,074,680.02
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,705,680,066.60|834,074,680.02
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||404,989.39|3,265,007.12
（一）归属母公司所有者的其他综合收益的税后净额||404,989.39|3,265,007.12
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
page|82
2．将重分类进损益的其他综合收益||404,989.39|3,265,007.12
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||404,989.39|3,265,007.12
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,706,085,055.99|837,339,687.14
（一）归属于母公司所有者的综合收益总额||1,706,085,055.99|837,339,687.14
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.2862|0.6239
（二）稀释每股收益(元/股)||1.2862|0.6239
