page|81
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七（一）|391,926,263.96|356,078,912.27
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||
应收账款|七（五）|233,611,966.47|258,996,694.54
应收款项融资|||
预付款项|七（七）|9,098,360.89|3,104,707.04
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七（八）|42,542,025.82|49,940,278.69
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七（九）|337,715,403.50|339,337,113.86
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七（十二）|6,089,823.95|4,956,969.62
流动资产合计||1,020,983,844.59|1,012,414,676.02
非流动资产：|||
发放贷款和垫款||2,228,500.00|4,613,750.00
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|七（十六）|86,773,693.85|102,164,881.85
其他权益工具投资|七（十七）|10,500,000.00|10,500,000.00
其他非流动金融资产|||
投资性房地产|七（十九）|15,108,330.85|34,181,386.18
固定资产|七（二十）|177,515,642.74|173,656,955.53
在建工程|七（二十一）|329,203.56|
生产性生物资产|七（二十二）|476,288.99|497,507.99
油气资产|||
使用权资产|||
page|82
无形资产|七（二十五）|70,516,437.20|73,620,317.87
开发支出|||
商誉|七（二十七）|10,890,883.28|10,890,883.28
长期待摊费用|七（二十八）|15,048,494.59|13,902,676.24
递延所得税资产|七（二十九）|7,001,779.21|6,844,857.84
其他非流动资产|||
非流动资产合计||396,389,254.27|430,873,216.78
资产总计||1,417,373,098.86|1,443,287,892.80
流动负债：|||
短期借款|七（三十一）|556,841,459.05|557,428,151.68
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七（三十四）|60,000,000.00|60,000,000.00
应付账款|七（三十五）|121,027,410.45|126,730,957.85
预收款项|七（三十六）|37,028,774.08|27,372,990.97
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七（三十七）|10,790,766.95|8,392,915.94
应交税费|七（三十八）|168,417,526.40|169,508,681.72
其他应付款|七（三十九）|393,209,053.59|208,070,203.97
其中：应付利息||204,998,333.26|26,379,231.46
应付股利||561,753.59|561,753.59
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七（四十一）|870,800,000.00|867,858,623.73
其他流动负债|||
流动负债合计||2,218,114,990.52|2,025,362,525.86
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|七（四十四）|495,332,439.39|493,153,617.28
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|七（四十八）|310,281,900.00|
递延收益|七（四十九）|8,074,566.80|8,074,566.80
递延所得税负债|七（二十九）|10,248,563.23|11,220,626.77
其他非流动负债|||
非流动负债合计||823,937,469.42|512,448,810.85
page|83
负债合计||3,042,052,459.94|2,537,811,336.71
所有者权益（或股东权益）：|||
实收资本（或股本）|七（五十一）|617,585,803.00|617,585,803.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七（五十三）|1,500,932,518.93|1,500,932,518.93
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七（五十七）|89,289,828.17|89,289,828.17
一般风险准备||179,907.30|179,907.30
未分配利润|七（五十八）|-3,839,745,428.41|-3,309,160,485.79
归属于母公司所有者权益（或股东权益）合计||-1,631,757,371.01|-1,101,172,428.39
少数股东权益||7,078,009.93|6,648,984.48
所有者权益（或股东权益）合计||-1,624,679,361.08|-1,094,523,443.91
负债和所有者权益（或股东权益）总计||1,417,373,098.86|1,443,287,892.80
