page|83
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|544,625,196.77|193,278,943.14
结算备付金||
拆出资金||
交易性金融资产|112,929,191.52|139,941,112.25
衍生金融资产||
应收票据||
应收账款|247,350,230.42|199,957,928.60
应收款项融资||
预付款项|3,136,067.80|9,244,634.22
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|17,385,067.16|38,373,786.82
其中：应收利息||140,000.00
应收股利||
买入返售金融资产||
存货|187,132,866.18|146,142,907.40
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|16,202,403.21|8,205,966.21
流动资产合计|1,128,761,023.06|735,145,278.64
非流动资产：||
发放贷款和垫款||
债权投资||
page|84
其他债权投资||
长期应收款||
长期股权投资|10,155,027.34|11,552,485.14
其他权益工具投资|164,673,467.78|132,383,082.73
其他非流动金融资产|500,000.00|
投资性房地产||7,683,964.24
固定资产|339,458,915.61|328,155,047.31
在建工程|96,889,915.50|17,277,929.40
生产性生物资产||
油气资产||
使用权资产|36,290,442.04|
无形资产|84,301,938.71|32,792,078.18
开发支出||
商誉|4,766,237.16|4,766,237.16
长期待摊费用|16,989,108.74|19,783,773.78
递延所得税资产|3,352,148.28|6,799,423.14
其他非流动资产|20,433,517.78|33,760,288.82
非流动资产合计|777,810,718.94|594,954,309.90
资产总计|1,906,571,742.00|1,330,099,588.54
流动负债：||
短期借款||20,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|136,501,398.23|113,147,345.11
预收款项||
合同负债|40,414,342.36|58,031,245.20
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|25,389,375.78|28,565,750.95
page|85
应交税费|7,352,298.83|17,703,177.26
其他应付款|3,821,129.54|3,691,472.75
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|16,096,438.06|38,209.45
其他流动负债|2,265,044.86|2,024,397.81
流动负债合计|231,840,027.66|243,201,598.53
非流动负债：||
保险合同准备金||
长期借款|59,712,334.58|
应付债券|372,672,737.09|
其中：优先股||
永续债||
租赁负债|22,537,504.51|
长期应付款||372,766.35
长期应付职工薪酬||
预计负债|1,259,429.29|860,974.11
递延收益|12,270,291.11|11,872,593.14
递延所得税负债|7,751,902.41|443,134.20
其他非流动负债||
非流动负债合计|476,204,198.99|13,549,467.80
负债合计|708,044,226.65|256,751,066.33
所有者权益：||
股本|502,506,221.00|502,500,000.00
其他权益工具|89,104,050.16|
其中：优先股||
永续债||
资本公积|110,697,596.38|110,459,904.90
减：库存股|53,752,097.00|53,752,097.00
其他综合收益|37,465,346.60|22,169,375.71
专项储备||
page|86
盈余公积|49,006,582.35|35,946,795.43
一般风险准备||
未分配利润|424,819,820.34|425,356,722.48
归属于母公司所有者权益合计|1,159,847,519.83|1,042,680,701.52
少数股东权益|38,679,995.52|30,667,820.69
所有者权益合计|1,198,527,515.35|1,073,348,522.21
负债和所有者权益总计|1,906,571,742.00|1,330,099,588.54
