page|133
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|151,990,797|214,991,818
其中：营业收入|七、61|151,990,797|214,991,818
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||127,447,329|203,993,065
其中：营业成本|七、61|107,335,955|186,571,000
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|4,225,173|3,421,289
销售费用|七、63|2,996,784|5,425,044
管理费用|七、64|6,837,062|5,375,790
研发费用||1,139,629|509,506
财务费用|七、66|4,912,726|2,690,436
其中：利息费用|七、66|5,319,334|3,257,121
利息收入|七、66|471,456|883,230
加：其他收益|七、67|117,728|107,044
投资收益（损失以“－”号填列）|七、68|2,144,094|3,685,692
其中：对联营企业和合营企业的投资收益|七、68|2,068,126|694,781
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|134
项目|附注|2021 年度|2020 年度
净敞口套期收益（损失以“-”号填列）|七、69|-814,581|-886,499
公允价值变动收益（损失以“－”号填列）|七、70|-129,402|223,496
信用减值损失（损失以“-”号填列）|七、71|-563,148|161,242
资产减值损失（损失以“-”号填列）|七、72|-1,106,114|-49,704
资产处置收益（损失以“－”号填列）|七、73|72,547|-45,742
三、营业利润（亏损以“－”号填列）||24,264,592|14,194,282
加：营业外收入|七、74|439,425|2,106,483
减：营业外支出|七、75|663,311|7,046,984
四、利润总额（亏损总额以“－”号填列）||24,040,706|9,253,781
减：所得税费用|七、76|5,473,931|2,416,100
五、净利润（净亏损以“－”号填列）||18,566,775|6,837,681
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||18,566,775|6,837,681
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||16,258,908|7,121,636
2.归属于母公司其他权益工具持有者的净利润||178,664|491,042
3.少数股东损益（净亏损以“-”号填列）||2,129,203|-774,997
六、其他综合收益的税后净额|七、77|-2,900,625|2,183,674
（一）归属母公司所有者的其他综合收益的税后净额|七、77|-1,941,248|1,282,209
1．不能重分类进损益的其他综合收益|七、77|-688|1,067
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|七、77|-688|1,067
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|七、77|-1,940,560|1,281,142
（1）权益法下可转损益的其他综合收益|七、77|61,136|-139,951
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综|||
page|135
项目|附注|2021 年度|2020 年度
合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|七、77|-26,746|781,459
（6）外币财务报表折算差额|七、77|-1,974,950|439,686
（7）其他|七、77||199,948
（二）归属于少数股东的其他综合收益的税后净额|七、77|-959,377|901,465
七、综合收益总额||15,666,150|9,021,355
（一）归属于母公司所有者的综合收益总额||14,317,660|8,403,845
（二）归属于母公司其他权益工具持有者的综合收益总额||178,664|491,042
（三）归属于少数股东的综合收益总额||1,169,826|126,468
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|3.3398|1.4589
（二）稀释每股收益(元/股)|十八、2|3.3362|1.4589
