page|76
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||15,073,736,890.27|13,302,731,421.06
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||137,668,385.84|51,030,628.26
page|77
收到其他与经营活动有关的现金|注释 76|251,024,401.71|448,278,668.21
经营活动现金流入小计||15,462,429,677.82|13,802,040,717.53
购买商品、接受劳务支付的现金||9,669,784,093.22|8,348,026,273.30
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||994,243,997.98|802,691,073.48
支付的各项税费||685,457,525.57|954,732,095.04
支付其他与经营活动有关的现金|注释 76|1,314,999,435.71|1,246,944,473.14
经营活动现金流出小计||12,664,485,052.48|11,352,393,914.96
经营活动产生的现金流量净额||2,797,944,625.34|2,449,646,802.57
二、投资活动产生的现金流量：|||
收回投资收到的现金||238,234,754.00|86,350,000.00
取得投资收益收到的现金||66,925,791.76|53,359,885.21
处置固定资产、无形资产和其他长期资产收回的现金净额||569,127.66|2,621,288.91
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|注释 76|586,500.00|1,067,400.00
投资活动现金流入小计||306,316,173.42|143,398,574.12
购建固定资产、无形资产和其他长期资产支付的现金||1,142,434,912.78|1,883,292,287.35
投资支付的现金||14,000,000.00|255,237,600.59
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,156,434,912.78|2,138,529,887.94
投资活动产生的现金流量净额||-850,118,739.36|-1,995,131,313.82
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||4,926,080,276.42|5,525,136,000.00
收到其他与筹资活动有关的现金|注释 76|417,862,699.00|110,845,625.20
筹资活动现金流入小计||5,343,942,975.42|5,635,981,625.20
偿还债务支付的现金||5,116,316,486.16|5,069,896,057.00
分配股利、利润或偿付利息支付的现金||1,291,454,993.86|1,335,424,269.32
其中：子公司支付给少数股东的股利、利润||38,352,593.00|11,417,273.57
支付其他与筹资活动有关的现金|注释 76|303,612,328.85|462,604,453.07
筹资活动现金流出小计||6,711,383,808.87|6,867,924,779.39
筹资活动产生的现金流量净额||-1,367,440,833.45|-1,231,943,154.19
四、汇率变动对现金及现金等价物的影响||26,688,009.12|21,063,326.27
五、现金及现金等价物净增加额||607,073,061.65|-756,364,339.17
加：期初现金及现金等价物余额||1,494,735,359.17|2,251,099,698.34
六、期末现金及现金等价物余额||2,101,808,420.82|1,494,735,359.17
