page|67
项目|附注|2021 年度|2020 年度
一、营业总收入||4,617,151,585.65|3,593,224,862.65
其中：营业收入|七|4,617,151,585.65|3,593,224,862.65
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,549,837,132.76|2,207,102,246.18
其中：营业成本|七|1,460,110,845.02|1,694,911,255.86
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七|678,287,393.06|273,968,751.78
销售费用|七|31,260,189.12|31,244,833.82
管理费用|七|104,180,286.45|90,313,897.52
研发费用|||
财务费用|七|275,998,419.11|116,663,507.20
其中：利息费用||326,330,643.43|170,655,486.65
利息收入||54,925,034.94|57,897,630.58
加：其他收益|七|19,828,304.60|41,263,042.25
投资收益（损失以“－”号填列）|七|106,772,197.10|65,577,372.78
其中：对联营企业和合营企业的投资收益||5,717,645.69|6,006,562.71
以摊余成本计量的金融资产终止确认收益|||
page|68
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七|13,712,953.08|9,877,615.10
信用减值损失（损失以“-”号填列）|七|-74,381,788.82|-28,014,039.94
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|七|-39,147.23|-894.40
三、营业利润（亏损以“－”号填列）||2,133,206,971.62|1,474,825,712.26
加：营业外收入|七|1,838,628.71|211,295.24
减：营业外支出|七|1,251,875.09|375,763.68
四、利润总额（亏损总额以“－”号填列）||2,133,793,725.24|1,474,661,243.82
减：所得税费用|七|558,600,687.89|374,017,992.10
五、净利润（净亏损以“－”号填列）||1,575,193,037.35|1,100,643,251.72
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,575,193,037.35|1,100,643,251.72
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,623,000,060.87|1,107,762,338.53
2.少数股东损益（净亏损以“-”号填列）||-47,807,023.52|-7,119,086.81
六、其他综合收益的税后净额|七|292,917,797.56|74,735,984.06
（一）归属母公司所有者的其他综合收益的税后净额||292,917,797.56|74,735,984.06
1．不能重分类进损益的其他综合收益||292,917,797.56|74,735,984.06
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||292,917,797.56|74,735,984.06
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
page|69
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,868,110,834.91|1,175,379,235.78
（一）归属于母公司所有者的综合收益总额||1,915,917,858.43|1,182,498,322.59
（二）归属于少数股东的综合收益总额||-47,807,023.52|-7,119,086.81
八、每股收益：|||
（一）基本每股收益(元/股)||1.4460|0.9869
（二）稀释每股收益(元/股)||1.4460|0.9869
