page|72
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|591,519,709.94|214,816,503.65
结算备付金||
拆出资金||
交易性金融资产|962,028,217.01|278,454,013.70
衍生金融资产||
应收票据|249,258,967.67|14,016,131.43
应收账款|938,839,697.08|761,084,782.45
应收款项融资|69,238,523.51|11,668,630.39
预付款项|9,374,736.11|7,415,200.60
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|38,907,738.41|46,231,518.45
其中：应收利息||
应收股利||
买入返售金融资产||
存货|589,910,002.05|363,268,655.45
合同资产||
持有待售资产|2,459,177.42|
一年内到期的非流动资产||
其他流动资产|124,130,401.71|258,921,283.29
流动资产合计|3,575,667,170.91|1,955,876,719.41
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|469,152,030.28|552,643,462.95
其他权益工具投资||
其他非流动金融资产||
投资性房地产|33,668,858.28|
固定资产|2,402,086,792.44|2,148,927,470.54
page|73
在建工程|712,450,748.20|308,849,648.92
生产性生物资产||
油气资产||
使用权资产||
无形资产|326,815,250.06|279,906,546.30
开发支出||
商誉|476,017.08|476,017.08
长期待摊费用|86,200,131.09|98,567,433.52
递延所得税资产|26,474,840.43|17,547,046.69
其他非流动资产|50,992,382.87|15,161,882.32
非流动资产合计|4,108,317,050.73|3,422,079,508.32
资产总计|7,683,984,221.64|5,377,956,227.73
流动负债：||
短期借款|171,834,813.68|200,526,736.79
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|555,411,938.99|210,836,856.49
应付账款|1,015,293,672.07|693,392,435.61
预收款项|86,762.77|5,225,501.71
合同负债|14,595,303.01|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|60,199,996.43|42,071,139.30
应交税费|29,631,188.98|24,482,821.51
其他应付款|129,610,776.84|129,159,577.69
其中：应付利息||
应付股利|6,032,805.78|4,307,275.04
应付手续费及佣金||
应付分保账款||
持有待售负债||
page|74
一年内到期的非流动负债||
其他流动负债|257,726.41|437,995.95
流动负债合计|1,976,922,179.18|1,306,133,065.05
非流动负债：||
保险合同准备金||
长期借款||135,570,352.23
应付债券|1,254,188,552.58|
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|102,584,222.94|45,202,260.61
递延所得税负债|411,978.65|
其他非流动负债||
非流动负债合计|1,357,184,754.17|180,772,612.84
负债合计|3,334,106,933.35|1,486,905,677.89
所有者权益：||
股本|882,546,777.00|884,026,738.00
其他权益工具|146,884,798.82|
其中：优先股||
永续债||
资本公积|1,217,313,341.57|1,227,102,210.30
减：库存股|49,820,207.61|68,907,149.76
其他综合收益|9,291.99|
专项储备||
盈余公积|190,223,336.82|169,268,472.32
一般风险准备||
未分配利润|1,809,565,457.01|1,654,665,172.38
归属于母公司所有者权益合计|4,196,722,795.60|3,866,155,443.24
少数股东权益|153,154,492.69|24,895,106.60
所有者权益合计|4,349,877,288.29|3,891,050,549.84
负债和所有者权益总计|7,683,984,221.64|5,377,956,227.73
