page|62
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|1,027,354,547.97|1,247,241,004.12
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|124,100,000.00|105,311,420.50
应收账款|七、5|16,258,997.51|4,599,182.32
应收款项融资|||
预付款项|七、7|50,968,134.05|40,154,038.81
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|20,008,117.15|33,066,429.40
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|1,360,823,344.37|872,078,322.95
合同资产|||
持有待售资产|||
一年内到期的非流动资产|七、12|221,230,611.10|
其他流动资产|七、13|61,610,799.68|58,582,068.42
流动资产合计||2,882,354,551.83|2,361,032,466.52
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14||213,551,707.01
其他债权投资|||
长期应收款|七、16||
长期股权投资|七、17|201,112,095.58|205,880,656.79
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、20|135,349.55|
固定资产|七、21|1,721,006,383.86|937,648,648.10
在建工程|七、22|11,385,419.58|650,285,907.82
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|98,696,585.47|95,177,165.13
开发支出|||
商誉|七、28||124,021.26
长期待摊费用|七、29|5,780,229.21|5,696,512.45
page|63
递延所得税资产|七、30|19,916,392.44|13,972,844.20
其他非流动资产|七、31|1,580,554.60|4,764,719.89
非流动资产合计||2,059,613,010.29|2,127,102,182.65
资产总计||4,941,967,562.12|4,488,134,649.17
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|489,864,035.73|178,210,628.33
预收款项|||
合同负债|七、38|83,847,960.34|89,384,613.10
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|159,240,642.59|179,532,964.20
应交税费|七、40|152,832,624.95|119,813,562.04
其他应付款|七、41|38,471,793.32|40,606,739.70
其中：应付利息|||
应付股利|七、41|1,627,920.42|1,627,920.42
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|8,564,760.95|12,180,482.93
流动负债合计||932,821,817.88|619,728,990.30
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|七、46|190,735,875.72|257,549,516.45
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|七、49|196,413.94|196,413.94
预计负债|||
递延收益|七、51|11,538,913.07|10,022,947.33
递延所得税负债|||
其他非流动负债|||
非流动负债合计||202,471,202.73|267,768,877.72
负债合计||1,135,293,020.61|887,497,868.02
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|471,949,629.00|467,693,436.00
其他权益工具|七、54|49,223,888.28|63,676,251.34
其中：优先股|||
page|64
永续债|||
资本公积|七、55|769,123,438.71|679,804,187.79
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|506,440,060.38|471,093,352.54
一般风险准备|||
未分配利润|七、60|1,891,496,082.47|1,805,221,725.67
归属 于母公司所有 者权益（或股东权益）合计||3,688,233,098.84|3,487,488,953.34
少数股东权益||118,441,442.67|113,147,827.81
所 有 者 权 益 （ 或 股 东 权益）合计||3,806,674,541.51|3,600,636,781.15
负 债 和 所 有 者 权 益（或股东权益）总计||4,941,967,562.12|4,488,134,649.17
