page|101
项目|附注|2021 年度|2020 年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,492,559,943.52|2,274,699,933.17
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||499,848.62|742,198.26
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|六、62|159,798,002.46|370,386,683.12
经营活动现金流入小计||1,652,857,794.60|2,645,828,814.55
购买商品、接受劳务支付的现金||842,673,152.05|1,312,974,163.48
客户贷款及垫款净增加额||-4,005,176.82|111,972,066.22
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工以及为职工支付的现金||423,050,569.37|463,132,312.43
支付的各项税费||93,723,184.66|164,850,312.63
支付其他与经营活动有关的现金|六、62|673,589,436.73|419,239,537.62
经营活动现金流出小计||2,029,031,165.99|2,472,168,392.38
经营活动产生的现金流量净额||-376,173,371.39|173,660,422.17
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||700,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||1,512,199.33|16,636,610.89
处置子公司及其他营业单位收到的现金净额||525,964,368.55|405,293,772.78
收到其他与投资活动有关的现金|六、62|380,118,407.18|8,814,412,631.84
投资活动现金流入小计||907,594,975.06|9,237,043,015.51
购建固定资产、无形资产和其他长期资产支付的现金||19,435,968.56|66,257,095.81
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|六、62|331,319,807.58|10,264,530,007.85
投资活动现金流出小计||350,755,776.14|10,330,787,103.66
投资活动产生的现金流量净额||556,839,198.92|-1,093,744,088.15
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款所收到的现金||168,000,000.00|2,175,130,127.21
收到其他与筹资活动有关的现金|六、62|9,151,887.48|866,331,390.63
筹资活动现金流入小计||177,151,887.48|3,041,461,517.84
偿还债务所支付的现金||222,357,285.04|2,730,727,258.26
分配股利、利润或偿付利息所支付的现金||9,813,028.45|89,523,116.11
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|六、62|61,524,006.58|3,782,500.00
筹资活动现金流出小计||293,694,320.07|2,824,032,874.37
筹资活动产生的现金流量净额||-116,542,432.59|217,428,643.47
四、汇率变动对现金及现金等价物的影响||-425,054.60|-6,623.17
五、现金及现金等价物净增加额||63,698,340.34|-702,661,645.68
加：期初现金及现金等价物余额||405,467,453.93|1,108,129,099.61
六、期末现金及现金等价物余额||469,165,794.27|405,467,453.93
