page|92
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||14,027,822,334|15,328,521,319
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
page|93
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||326,881,359|269,117,043
收到其他与经营活动有关的现金|七、78|385,493,969|251,886,757
经营活动现金流入小计||14,740,197,662|15,849,525,119
购买商品、接受劳务支付的现金||11,635,301,652|9,169,688,914
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,734,954,853|1,484,587,510
支付的各项税费||375,631,064|396,943,014
支付其他与经营活动有关的现金|七、78|504,326,034|506,684,650
经营活动现金流出小计||14,250,213,603|11,557,904,088
经营活动产生的现金流量净额||489,984,059|4,291,621,031
二、投资活动产生的现金流量：|||
收回投资收到的现金||21,792,517|100,766,596
取得投资收益收到的现金||1,805,554|
处置固定资产、无形资产和其他长期资产收回的现金净额||105,263,381|23,116,897
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|37,050,350|66,391,257
投资活动现金流入小计||165,911,802|190,274,750
购建固定资产、无形资产和其他长期资产支付的现金||4,888,915,833|2,449,260,189
投资支付的现金||221,000,000|88,543,935
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|53,800,000|60,027,603
投资活动现金流出小计||5,163,715,833|2,597,831,727
投资活动产生的现金流量净额||-4,997,804,031|-2,407,556,977
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||1,978,617,490
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||8,415,603,532|5,199,610,003
收到其他与筹资活动有关的现金|七、78|384,358,977|162,282,151
筹资活动现金流入小计||8,799,962,509|7,340,509,644
偿还债务支付的现金||5,212,990,454|7,895,563,490
分配股利、利润或偿付利息支付的现金||802,844,038|715,411,143
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|9,293,374|9,970,292
筹资活动现金流出小计||6,025,127,866|8,620,944,925
page|94
筹资活动产生的现金流量净额||2,774,834,643|-1,280,435,281
四、汇率变动对现金及现金等价物的影响||-277,420,456|-66,552,114
五、现金及现金等价物净增加额||-2,010,405,785|537,076,659
加：期初现金及现金等价物余额||3,799,214,557|3,262,137,898
六、期末现金及现金等价物余额||1,788,808,772|3,799,214,557
