page|126
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|110,932,201,922.80|86,628,529,427.97
结算备付金|七、2|977,617,914.08|934,792,541.90
拆出资金|||
交易性金融资产|七、3|32,930,105,325.37|38,501,074,012.46
衍生金融资产|||
应收票据|七、5|33,111,076.66|19,763,620.92
应收账款|七、6|238,573,531.56|283,783,357.60
应收款项融资|||
预付款项|七、8|64,495,929.85|69,335,032.33
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、9|544,314,505.19|576,681,838.88
其中：应收利息|||51.15
应收股利||2,105,907.63|269,270.33
买入返售金融资产|七、10|2,586,779,567.95|2,928,811,807.87
存货|七、11|7,078,415.45|9,406,696.87
合同资产|||
持有待售资产|||
一年内到期的非流动资产|七、14|60,641,778,949.35|61,087,933,172.60
其他流动资产|七、15|16,178,568,144.09|10,859,379,520.25
流动资产合计||225,134,625,282.35|201,899,491,029.65
非流动资产：|||
发放贷款和垫款|七、16|8,112,552,912.01|415,401,869.02
债权投资|||
其他债权投资|七、18|7,897,924,269.90|7,674,801,897.47
长期应收款|七、19|88,581,640,827.20|90,227,869,868.77
长期股权投资|七、20|4,322,319,120.11|3,753,700,486.41
其他权益工具投资|七、21|12,127,219,066.50|7,580,616,566.27
其他非流动金融资产|七、22|7,855,055,463.68|5,012,894,088.75
投资性房地产|七、23|2,243,975,732.16|2,349,105,792.52
固定资产|七、24|17,971,517,295.65|13,776,255,855.24
在建工程|七、25|1,736,607,077.74|1,892,280,771.54
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、29|89,687,672.41|60,304,238.56
开发支出|||
商誉|七、31|10,063,869.72|10,063,869.72
长期待摊费用|七、32|42,542,175.56|26,059,144.96
递延所得税资产|七、33|1,597,141,124.99|1,403,690,869.46
page|127
其他非流动资产|七、34|1,872,223,576.84|5,532,749,527.20
非流动资产合计||154,460,470,184.47|139,715,794,845.89
资产总计||379,595,095,466.82|341,615,285,875.54
流动负债：|||
短期借款|七、35|27,303,432,108.33|32,159,853,287.39
向中央银行借款|||
拆入资金|七、36|902,246,263.52|404,452,777.78
交易性金融负债|七、37|31,308,681.38|
衍生金融负债|||
应付票据|七、39|151,500,000.00|
应付账款|七、41|190,115,000.19|325,604,299.55
预收款项|七、42|701,903,096.10|967,745,954.52
合同负债|七、43|107,057,456.46|
卖出回购金融资产款|七、44|3,768,337,924.11|3,338,921,218.51
吸收存款及同业存放|七、40|126,199,463,118.58|106,304,357,427.92
代理买卖证券款|七、49|5,710,263,846.49|4,935,998,235.75
代理承销证券款|||
应付职工薪酬|七、45|191,520,478.45|216,630,490.57
应交税费|七、46|1,643,596,252.03|2,186,148,009.05
其他应付款|七、47|4,276,888,212.12|4,215,044,813.00
其中：应付利息||1,722,807.58|1,022,741.97
应付股利||172,624,917.40|171,012,131.40
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、50|30,461,989,506.42|28,475,878,879.28
其他流动负债|七、51|17,174,713,685.87|11,771,876,512.06
流动负债合计||218,814,335,630.05|195,302,511,905.38
非流动负债：|||
保险合同准备金|||
长期借款|七、52|46,001,521,205.31|39,588,447,753.50
应付债券|七、53|27,634,506,649.87|32,754,143,577.91
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、55|10,967,008,960.53|11,813,465,130.07
长期应付职工薪酬|||
预计负债|七、57||101,360,492.04
递延收益|七、58|22,125,000.00|22,875,000.00
递延所得税负债|七、33|2,146,122,020.63|1,233,006,526.88
其他非流动负债|七、59|10,892,369,864.58|12,623,109,544.20
非流动负债合计||97,663,653,700.92|98,136,408,024.60
负债合计||316,477,989,330.97|293,438,919,929.98
所有者权益（或股东权益）：|||
实收资本（或股本）|七、60|8,919,974,627.00|8,976,325,766.00
其他权益工具|七、61|5,492,216,981.13|
其中：优先股|||
永续债||5,492,216,981.13|
page|128
资本公积|七、62|6,049,586,886.45|6,250,774,308.46
减：库存股|七、63|680,981,446.82|1,000,005,630.10
其他综合收益|七、64|4,267,821,571.02|2,209,896,498.94
专项储备|||
盈余公积|七、66|609,221,152.89|433,663,171.14
一般风险准备|七、67|1,826,590,490.59|1,633,863,294.66
未分配利润|七、68|13,367,622,007.25|11,378,271,091.90
归属于母公司所有者权益（或股东权益）合计||39,852,052,269.51|29,882,788,501.00
少数股东权益||23,265,053,866.34|18,293,577,444.56
所有者权益（或股东权益）合计||63,117,106,135.85|48,176,365,945.56
负债和所有者权益（或股东权益）总计||379,595,095,466.82|341,615,285,875.54
