page|115
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||23,512,663,913.60|21,826,700,660.62
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||63,634,408.13|53,982,282.46
收到其他与经营活动有关的现金|七、78|473,184,557.04|702,110,242.12
经营活动现金流入小计||24,049,482,878.77|22,582,793,185.20
购买商品、接受劳务支付的现金||14,220,172,722.65|11,642,296,710.34
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||2,222,056,331.33|2,025,464,174.17
支付的各项税费||385,611,770.49|93,186,847.06
支付其他与经营活动有关的现金|七、78|713,136,668.83|750,031,731.68
经营活动现金流出小计||17,540,977,493.30|14,510,979,463.25
经营活动产生的现金流量净额|七、78|6,508,505,385.47|8,071,813,721.95
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||331,000,912.44|377,660,645.13
处置固定资产、无形资产和其他长期资产收回的现金净额||2,004,159,243.22|174,005,644.04
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|524,636,157.95|142,582,863.65
投资活动现金流入小计||2,859,796,313.61|694,249,152.82
购建固定资产、无形资产和其他长期资产支付的现金||2,429,600,282.69|1,418,550,062.89
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|44,904,528.00|6,961,359,060.24
投资活动现金流出小计||2,474,504,810.69|8,379,909,123.13
投资活动产生的现金流量净额||385,291,502.92|-7,685,659,970.31
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||59,683,921.94|300,000,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||4,951,191,301.00|14,410,722,650.00
收到其他与筹资活动有关的现金|||
page|116
筹资活动现金流入小计||5,010,875,222.94|14,710,722,650.00
偿还债务支付的现金||7,573,928,792.84|9,673,065,977.15
分配股利、利润或偿付利息支付的现金||1,322,901,477.86|1,248,275,466.25
其中：子公司支付给少数股东的股利、利润||7,611,359.09|7,896,004.11
支付其他与筹资活动有关的现金|七、78|2,902,307,400.97|161,334,191.83
筹资活动现金流出小计||11,799,137,671.67|11,082,675,635.23
筹资活动产生的现金流量净额||-6,788,262,448.73|3,628,047,014.77
四、汇率变动对现金及现金等价物的影响||-186,205,731.87|-385,069,207.00
五、现金及现金等价物净增加额|七、79|-80,671,292.21|3,629,131,559.41
加：期初现金及现金等价物余额||10,645,538,106.64|7,016,406,547.23
六、期末现金及现金等价物余额||10,564,866,814.43|10,645,538,106.64
