page|51
项目 附注 2021 年 12 月 31 日 2020 年 12 月 31 日|||
流动资产：|||
货币资金||1,722,365,882.10|1,508,661,774.61
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|||49,366,686.15
应收账款||184,543,978.29|382,776,721.51
应收款项融资||334,971,233.01|524,840,846.17
预付款项||58,282,103.76|42,494,359.07
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||119,203,063.70|296,236,623.29
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||1,234,282,913.49|634,326,387.36
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||211,006,410.02|141,480,146.55
流动资产合计||3,864,655,584.37|3,580,183,544.71
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||437,548,425.77|259,700,659.79
其他权益工具投资||124,342,809.04|124,342,809.04
page|52
其他非流动金融资产|||
投资性房地产|||
固定资产||4,558,195,340.00|3,843,710,977.71
在建工程||882,370,356.64|880,595,923.06
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||521,415,714.90|538,985,005.65
开发支出|||
商誉||31,272,366.48|31,272,366.48
长期待摊费用|||63,162.67
递延所得税资产||26,792,183.08|48,923,466.24
其他非流动资产||377,823,010.99|310,956,521.91
非流动资产合计||6,959,760,206.90|6,038,550,892.55
资产总计||10,824,415,791.27|9,618,734,437.26
流动负债：|||
短期借款||1,188,856,875.82|1,474,852,391.54
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||1,255,000,000.00|1,499,203,042.17
应付账款||1,385,882,199.29|1,123,103,419.38
预收款项|||
合同负债||122,614,694.45|84,715,129.73
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||114,484,176.86|39,355,992.81
应交税费||218,003,039.68|88,624,923.63
其他应付款||77,883,726.16|70,262,782.90
其中：应付利息|||
应付股利||8,580,000.00|8,580,000.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||317,346,676.67|334,213,551.51
其他流动负债||190,863,906.62|11,012,966.87
流动负债合计||4,870,935,295.55|4,725,344,200.54
非流动负债：|||
保险合同准备金|||
长期借款||286,659,600.00|243,276,269.06
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||103,252,132.67|203,556,488.22
长期应付职工薪酬|||
预计负债|||
递延收益||2,741,666.67|4,216,666.67
递延所得税负债||2,614,516.13|2,995,227.57
其他非流动负债|||
非流动负债合计||395,267,915.47|454,044,651.52
负债合计||5,266,203,211.02|5,179,388,852.06
page|53
所有者权益（或股东权益）：|||
实收资本（或股本）||1,428,770,000.00|1,428,770,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||1,709,102,921.95|1,812,761,602.70
减：库存股|||
其他综合收益||-38,248,289.81|1,075,416.03
专项储备|||
盈余公积||208,578,899.05|153,795,841.51
一般风险准备|||
未分配利润||2,183,786,859.59|973,941,182.63
归属于母公司所有者权益（或股东权益）合计||5,491,990,390.78|4,370,344,042.87
少数股东权益||66,222,189.47|69,001,542.33
所有者权益（或股东权益）合计||5,558,212,580.25|4,439,345,585.20
负债和所有者权益（或股东权益）总计||10,824,415,791.27|9,618,734,437.26
