page|105
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||63,788,997.26|123,328,894.57
结算备付金|||
拆出资金|||
交易性金融资产||802,728.00|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||
应收账款||277,484,671.38|271,450,846.36
应收款项融资|||
预付款项||45,934,335.41|11,545,332.28
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||12,467,266.45|28,220,599.22
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||55,743,063.67|50,323,494.46
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||23,253,622.50|18,306,984.53
流动资产合计||479,474,684.67|503,176,151.42
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||60,007,855.83|
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||821,893,532.97|818,708,451.21
在建工程||785,473,540.65|454,713,225.17
生产性生物资产|||
油气资产|||
使用权资产|||
page|106
无形资产||2,059,299,544.51|2,058,435,955.98
开发支出|||283,018.80
商誉||3,737,085.17|3,737,085.17
长期待摊费用||12,496,056.90|18,563,738.56
递延所得税资产||15,259,430.75|17,525,223.43
其他非流动资产||300,374,041.91|20,532,263.89
非流动资产合计||4,058,541,088.69|3,392,498,962.21
资产总计||4,538,015,773.36|3,895,675,113.63
流动负债：|||
短期借款||40,000,000.00|55,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|||
应付账款||191,223,422.37|167,176,177.02
预收款项||143,278,597.76|27,985,074.67
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||23,893,727.62|29,955,901.33
应交税费||24,814,762.61|10,205,029.78
其他应付款||60,567,024.40|121,666,454.87
其中：应付利息||7,059,602.23|344,652.91
应付股利||304,810.80|366,631.20
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||521,507,129.11|363,000,000.00
其他流动负债|||
流动负债合计||1,005,284,663.87|774,988,637.67
非流动负债：|||
保险合同准备金|||
长期借款||107,000,000.00|387,000,000.00
应付债券||512,503,754.21|
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债||1,233,939.40|1,866,463.40
递延收益||332,143.14|775,000.26
递延所得税负债||91,121,003.92|91,121,003.92
其他非流动负债|||
非流动负债合计||712,190,840.67|480,762,467.58
page|107
负债合计||1,717,475,504.54|1,255,751,105.25
所有者权益（或股东权益）：|||
实收资本（或股本）||525,916,790.00|525,916,300.00
其他权益工具||130,960,766.48|
其中：优先股|||
永续债|||
资本公积||370,041,713.00|374,246,671.59
减：库存股||37,404,838.90|37,404,838.90
其他综合收益||54,174.73|-1,997.28
专项储备||5,259,329.72|12,046,089.46
盈余公积||170,144,991.12|161,632,811.17
一般风险准备|||
未分配利润||1,023,066,848.90|953,104,190.21
归属于母公司所有者权益（或股东权益）合计||2,188,039,775.05|1,989,539,226.25
少数股东权益||632,500,493.77|650,384,782.13
所有者权益（或股东权益）合计||2,820,540,268.82|2,639,924,008.38
负债和所有者权益（或股东权益）总计||4,538,015,773.36|3,895,675,113.63
