page|103
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||23,489,607,677.60|13,551,222,698.83
page|104
客户存款和同业存放款项净增加额||0.00|
向中央银行借款净增加额||0.00|
向其他金融机构拆入资金净增加额||0.00|
收到原保险合同保费取得的现金||0.00|
收到再保业务现金净额||0.00|
保户储金及投资款净增加额||0.00|
收取利息、手续费及佣金的现金||0.00|
拆入资金净增加额||0.00|
回购业务资金净增加额||0.00|
代理买卖证券收到的现金净额||0.00|
收到的税费返还||0.00|2,766,942.51
收到其他与经营活动有关的现金||72,664,269.61|101,643,284.06
经营活动现金流入小计||23,562,271,947.21|13,655,632,925.40
购买商品、接受劳务支付的现金||21,603,209,293.09|11,747,827,616.43
客户贷款及垫款净增加额||0.00|
存放中央银行和同业款项净增加额||0.00|
支付原保险合同赔付款项的现金||0.00|
拆出资金净增加额||0.00|
支付利息、手续费及佣金的现金||0.00|
支付保单红利的现金||0.00|
支付给职工及为职工支付的现金||1,009,558,983.71|736,854,537.95
支付的各项税费||369,240,898.05|154,561,597.10
支付其他与经营活动有关的现金||324,197,325.45|261,738,087.42
经营活动现金流出小计||23,306,206,500.30|12,900,981,838.90
经营活动产生的现金流量净额||256,065,446.91|754,651,086.50
二、投资活动产生的现金流量：|||
收回投资收到的现金||0.00|4,000,000.00
取得投资收益收到的现金||429,232.42|5,372,479.62
处置固定资产、无形资产和其他长期资产收回的现金净额||20,980,385.44|7,374,193.76
处置子公司及其他营业单位收到的现金净额||0.00|1,011,327.90
收到其他与投资活动有关的现金||0.00|0.00
投资活动现金流入小计||21,409,617.86|17,758,001.28
购建固定资产、无形资产和其他长期资产支付的现金||87,032,028.71|20,190,720.29
投资支付的现金||56,450,000.00|2,500,000.00
质押贷款净增加额||0.00|
取得子公司及其他营业单位支付的现金净额||417,867,250.49|52,732,199.91
支付其他与投资活动有关的现金||136,882,104.60|0.00
投资活动现金流出小计||698,231,383.80|75,422,920.20
投资活动产生的现金流量净额||-676,821,765.94|-57,664,918.92
三、筹资活动产生的现金流量：|||
page|105
吸收投资收到的现金||40,178,695.62|4,900,000.00
其中：子公司吸收少数股东投资收到的现金||40,178,695.62|4,900,000.00
取得借款收到的现金||1,475,304,929.60|350,000,000.00
收到其他与筹资活动有关的现金||0.00|0.00
筹资活动现金流入小计||1,515,483,625.22|354,900,000.00
偿还债务支付的现金||573,374,163.09|575,922,571.85
分配股利、利润或偿付利息支付的现金||245,303,556.33|71,851,862.40
其中：子公司支付给少数股东的股利、利润||22,500,000.00|
支付其他与筹资活动有关的现金||36,879,680.83|35,112,839.00
筹资活动现金流出小计||855,557,400.25|682,887,273.25
筹资活动产生的现金流量净额||659,926,224.97|-327,987,273.25
四、汇率变动对现金及现金等价物的影响||-37,655,893.02|-50,783,013.24
五、现金及现金等价物净增加额||201,514,012.92|318,215,881.09
加：期初现金及现金等价物余额||1,412,529,196.75|1,094,313,315.66
六、期末现金及现金等价物余额||1,614,043,209.67|1,412,529,196.75
