page|117
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|133,749,014.02|220,872,711.80
结算备付金|||
拆出资金|||
交易性金融资产|七、2|30,000,000.00|103,000,000.00
衍生金融资产|七、3||
应收票据|七、4|104,727,725.74|107,448,468.73
应收账款|七、5|82,104,167.48|60,311,615.54
应收款项融资|七、6|4,736,545.44|36,954,173.37
预付款项|七、7|9,260,646.31|3,794,709.85
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|27,918,254.82|577,747.93
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|301,639,993.47|201,248,674.22
合同资产|七、10|3,959,285.28|6,746,509.08
持有待售资产|七、11||
一年内到期的非流动资产|七、12||
其他流动资产|七、13|10,409,686.26|1,909,890.70
流动资产合计||708,505,318.82|742,864,501.22
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|七、18|5,810,000.00|5,810,000.00
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|259,122,465.96|110,832,601.26
在建工程|七、22|170,982,663.26|95,282,083.20
生产性生物资产|||
油气资产|||
使用权资产||6,199,490.78|
无形资产|七、26|55,727,681.97|57,118,725.60
开发支出|||
商誉|||
长期待摊费用|七、29|3,892,039.30|2,250,614.96
递延所得税资产|七、30|3,476,380.62|2,561,883.89
page|118
其他非流动资产|七、31|9,908,773.22|31,339,777.61
非流动资产合计||515,119,495.11|305,195,686.52
资产总计||1,223,624,813.93|1,048,060,187.74
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|66,105,358.00|19,786,462.58
应付账款|七、36|184,182,553.14|158,131,118.36
预收款项|七、37||
合同负债|七、38|72,609,493.24|45,285,708.11
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|23,169,210.63|20,775,765.22
应交税费|七、40|5,799,642.27|3,420,857.12
其他应付款|七、41|1,117,067.75|1,095,183.24
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|1,007,225.39|655,797.26
其他流动负债|七、44|9,213,630.10|3,331,972.01
流动负债合计||363,204,180.52|252,482,863.90
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债||5,236,592.03|
长期应付款|七、48||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|38,407,391.76|26,250,412.77
递延所得税负债|七、30|3,915,681.78|3,591,483.18
其他非流动负债|七、52||
非流动负债合计||47,559,665.57|29,841,895.95
负债合计||410,763,846.09|282,324,759.85
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|53,971,720.00|53,971,720.00
其他权益工具|||
其中：优先股|||
永续债|||
page|119
资本公积|七、55|544,901,742.13|543,797,057.69
减：库存股|||
其他综合收益|七、57|2,558,500.00|2,558,500.00
专项储备|||
盈余公积|七、59|26,986,178.46|19,995,627.30
一般风险准备|||
未分配利润|七、60|184,442,827.25|145,412,522.90
归属于母公司所有者权益（或股东权益）合计||812,860,967.84|765,735,427.89
少数股东权益|||
所有者权益（或股东权益）合计||812,860,967.84|765,735,427.89
负债和所有者权益（或股东权益）总计||1,223,624,813.93|1,048,060,187.74
