page|53
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、（一）|257,000,238.62|284,348,058.19
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七、（四）|500,000.00|4,812,698.09
应收账款|七、（五）|136,406,264.61|70,806,741.11
应收款项融资|七、（六）|18,921,137.82|
预付款项|七、（七）|11,496,963.60|17,675,100.90
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、（八）|141,612,611.05|99,865,450.43
其中：应收利息||2,954,000.45|
应收股利|||
买入返售金融资产|||
存货|七、（九）|996,568,984.22|1,192,126,173.89
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、（十三）|29,451,125.89|26,385,743.34
流动资产合计||1,591,957,325.81|1,696,019,965.95
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||85,460,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|||99,630,000.00
长期股权投资|七、（十七）|20,431,357.57|164,834,008.88
其他权益工具投资|七、（十八）|124,590,000.00|
其他非流动金融资产||76,215,192.43|
投资性房地产|七、（二十）|717,408,947.39|663,683,634.34
固定资产|七、（二十一）|124,373,557.45|93,114,226.02
在建工程|七、（二十二）|49,472,259.99|28,307,568.29
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、（二十六）|15,673,813.85|17,263,196.98
page|54
开发支出|||
商誉|||
长期待摊费用|七、（二十九）|42,739,183.44|14,333,653.18
递延所得税资产|七、（三十）|50,107,067.85|46,027,484.54
其他非流动资产|||
非流动资产合计||1,221,011,379.97|1,212,653,772.23
资产总计||2,812,968,705.78|2,908,673,738.18
流动负债：|||
短期借款|七、（三十二）|604,000,000.00|718,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七、（三十五）|1,200,000.00|
应付账款|七、（三十六）|473,641,358.55|416,272,607.06
预收款项|七、（三十七）|248,956,651.72|230,233,944.94
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、（三十九）|6,772,152.49|7,905,460.65
应交税费|七、（四十）|3,372,641.16|5,283,060.73
其他应付款|七、（四十一）|119,639,776.95|55,835,848.01
其中：应付利息||1,030,300.96|1,189,838.22
应付股利||2,395,807.92|
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、（四十三）|2,000,000.00|
其他流动负债|||
流动负债合计||1,459,582,580.87|1,433,530,921.39
非流动负债：|||
保险合同准备金|||
长期借款|七、（四十五）|34,103,167.68|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、（五十一）|11,839,601.25|13,807,395.22
递延所得税负债|七、（三十）|3,928,798.11|
其他非流动负债|||
非流动负债合计||49,871,567.04|13,807,395.22
page|55
负债合计||1,509,454,147.91|1,447,338,316.61
所有者权益（或股东权益）：|||
实收资本（或股本）|七、（五十三）|300,000,000.00|300,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、（五十五）|501,862,884.37|637,390,773.03
减：库存股|||
其他综合收益|七、（五十七）|0.00|
专项储备|||
盈余公积|七、（五十九）|79,132,057.00|79,132,057.00
一般风险准备|||
未分配利润|七、（六十）|377,521,874.18|394,430,331.57
归属于母公司所有者权益（或股东权益）合计||1,258,516,815.55|1,410,953,161.60
少数股东权益||44,997,742.32|50,382,259.97
所有者权益（或股东权益）合计||1,303,514,557.87|1,461,335,421.57
负债和所有者权益（或股东权益）总计||2,812,968,705.78|2,908,673,738.18
