page|136
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|2,368,493,735.41|1,672,955,657.58
结算备付金||
拆出资金||
交易性金融资产|130,000,000.00|10,806.24
衍生金融资产||
应收票据|917,421.28|
应收账款|524,082,753.84|509,524,091.59
应收款项融资||
预付款项|13,925,998.74|13,098,947.46
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|73,924,398.86|61,701,139.93
其中：应收利息||
应收股利|13,010,014.48|
买入返售金融资产||
page|137
存货|90,479,116.59|136,926,186.94
合同资产|247,858,532.67|239,452,496.30
持有待售资产||
一年内到期的非流动资产|658,731.56|1,903,624.61
其他流动资产|94,506,223.38|95,562,187.35
流动资产合计|3,544,846,912.33|2,731,135,138.00
非流动资产：||
发放贷款和垫款|120,783,189.94|198,297,090.51
债权投资||
其他债权投资||
长期应收款|5,017,667.99|5,017,667.99
长期股权投资|12,926,896,945.07|12,206,104,350.94
其他权益工具投资|14,021,840.00|14,728,700.00
其他非流动金融资产||
投资性房地产|921,613,907.02|958,055,410.11
固定资产|1,876,694,455.66|1,892,124,712.23
在建工程|209,611,581.80|543,008,045.81
生产性生物资产||
油气资产||
使用权资产|30,295,055.79|
无形资产|2,164,051,796.75|2,197,601,510.58
开发支出||
商誉|4,036,887.63|
长期待摊费用|35,655,988.41|35,622,202.46
递延所得税资产|69,629,965.86|50,479,569.08
其他非流动资产|567,485,862.90|56,328,113.83
非流动资产合计|18,945,795,144.82|18,157,367,373.54
资产总计|22,490,642,057.15|20,888,502,511.54
流动负债：||
短期借款|550,587,708.33|1,601,575,062.49
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
page|138
应付票据||12,096,200.94
应付账款|696,671,710.79|772,079,121.49
预收款项|13,548,352.86|30,869,360.87
合同负债|690,646,236.75|697,986,571.15
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|162,425,289.18|166,486,890.17
应交税费|55,883,448.75|48,348,136.27
其他应付款|428,044,850.64|418,924,128.47
其中：应付利息||
应付股利|73,500,106.54|69,300,911.17
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|103,406,957.96|99,175,042.50
其他流动负债|1,528,260,670.60|17,723,227.06
流动负债合计|4,229,475,225.86|3,865,263,741.41
非流动负债：||
保险合同准备金||
长期借款|389,275,999.15|506,558,610.74
应付债券|2,223,222,222.26|1,997,500,000.06
其中：优先股||
永续债||
租赁负债|17,815,248.69|
长期应付款|15,291,903.67|33,412,013.33
长期应付职工薪酬||
预计负债||
递延收益|137,277,501.37|95,722,164.20
递延所得税负债|3,276.00|109,832.69
其他非流动负债|31,376,854.23|
非流动负债合计|2,814,263,005.37|2,633,302,621.02
负债合计|7,043,738,231.23|6,498,566,362.43
page|139
所有者权益：||
股本|1,475,111,351.00|1,475,111,351.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,851,598,973.20|1,836,892,346.59
减：库存股||
其他综合收益|773,750,580.73|783,113,123.48
专项储备|11,755,610.15|11,947,161.53
盈余公积|773,395,307.19|773,395,307.19
一般风险准备||
未分配利润|10,256,359,705.31|9,194,977,144.26
归属于母公司所有者权益合计|15,141,971,527.58|14,075,436,434.05
少数股东权益|304,932,298.34|314,499,715.06
所有者权益合计|15,446,903,825.92|14,389,936,149.11
负债和所有者权益总计|22,490,642,057.15|20,888,502,511.54
