page|55
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||825,918,837.78|890,371,099.60
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||9,238,544.67|21,362,970.06
收到其他与经营活动有关的现金||19,240,655.71|15,318,463.71
经营活动现金流入小计||854,398,038.16|927,052,533.37
购买商品、接受劳务支付的现金||475,490,097.89|733,933,762.84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||77,228,814.82|76,835,277.97
支付的各项税费||58,274,130.17|45,131,983.44
支付其他与经营活动有关的现金||29,017,760.73|28,756,343.01
page|56
经营活动现金流出小计||640,010,803.61|884,657,367.26
经营活动产生的现金流量净额||214,387,234.55|42,395,166.11
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||11,243,064.34|9,318,313.76
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||11,243,064.34|9,318,313.76
购建固定资产、无形资产和其他长期资产支付的现金||3,737,668.78|29,566,703.22
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||3,737,668.78|29,566,703.22
投资活动产生的现金流量净额||7,505,395.56|-20,248,389.46
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||53,931,109.30|57,944,884.60
其中：子公司支付给少数股东的股利、利润||34,000,000.00|42,000,000.00
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||53,931,109.30|57,944,884.60
筹资活动产生的现金流量净额||-53,931,109.30|-57,944,884.60
四、汇率变动对现金及现金等价物的影响||2,691,465.21|3,008,965.54
五、现金及现金等价物净增加额||170,652,986.02|-32,789,142.41
加：期初现金及现金等价物余额||1,005,844,844.30|1,038,633,986.71
六、期末现金及现金等价物余额||1,176,497,830.32|1,005,844,844.30
