page|72
项目|附注|2019 年度|2018 年度
一、营业总收入||1,194,210,118.54|1,115,613,222.21
其中：营业收入|七、61|1,194,210,118.54|1,115,613,222.21
利息收入||-|-
已赚保费||-|-
手续费及佣金收入||-|-
二、营业总成本||1,041,080,506.13|977,790,975.39
其中：营业成本|七、61|904,391,274.83|850,886,290.16
利息支出||-|-
手续费及佣金支出||-|-
退保金||-|-
赔付支出净额||-|-
提取保险责任准备金净额||-|-
保单红利支出||-|-
分保费用||-|-
税金及附加|七、62|5,377,252.25|4,731,319.96
销售费用|七、63|49,312,765.19|42,458,890.44
管理费用|七、64|64,392,539.70|65,478,333.71
page|73
研发费用|七、65|17,458,476.91|17,361,621.69
财务费用|七、66|148,197.25|-3,125,480.57
其中：利息费用||-|-
利息收入||1,271,666.38|1,119,984.01
加：其他收益|七、67|3,332,006.80|4,109,401.87
投资收益（损失以“－”号填列）|七、68|18,528,134.79|27,446,381.15
其中：对联营企业和合营企业的投资收益||97,437.41|79,039.62
以摊余成本计量的金融资产终止确认收益||-|-
汇兑收益（损失以“－”号填列）||-|-
净敞口套期收益（损失以“-”号填列）||-|-
公允价值变动收益（损失以“－”号填列）|七、70|-38,239,040.33|-
信用减值损失（损失以“-”号填列）|七、71|4,872,755.36|-
资产减值损失（损失以“-”号填列）|七、72|-772,304.22|-16,661,065.56
资产处置收益（损失以“－”号填列）|七、73|-|-52,968.57
三、营业利润（亏损以“－”号填列）||140,851,164.81|152,663,995.71
加：营业外收入|七、74|1,170,401.40|5,246,054.57
减：营业外支出|七、75|614,800.00|178,560.44
四、利润总额（亏损总额以“－”号填列）||141,406,766.21|157,731,489.84
减：所得税费用|七、76|12,915,944.80|19,941,573.04
五、净利润（净亏损以“－”号填列）||128,490,821.41|137,789,916.80
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||128,490,821.41|137,789,916.80
2.终止经营净利润（净亏损以“－”号填列）||-|-
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||127,868,422.41|137,525,264.12
2.少数股东损益（净亏损以“-”号填列）||622,399.00|264,652.68
六、其他综合收益的税后净额||310,385.75|556,083.23
（一）归属母公司所有者的其他综合收益的税后净额||310,385.75|556,083.23
1．不能重分类进损益的其他综合收益||-|-
（1）重新计量设定受益计划变动额||-|-
（2）权益法下不能转损益的其他综合收益||-|-
（3）其他权益工具投资公允价值变||-|-
page|74
动|||
（4）企业自身信用风险公允价值变动||-|-
2．将重分类进损益的其他综合收益||310,385.75|556,083.23
（1）权益法下可转损益的其他综合收益||-|-
（2）其他债权投资公允价值变动||-|-
（3）可供出售金融资产公允价值变动损益||-|-
（4）金融资产重分类计入其他综合收益的金额||-|-
（5）持有至到期投资重分类为可供出售金融资产损益||-|-
（6）其他债权投资信用减值准备||-|-
（7）现金流量套期储备（现金流量套期损益的有效部分）||-|-
（8）外币财务报表折算差额||310,385.75|556,083.23
（9）其他||-|-
（二）归属于少数股东的其他综合收益的税后净额||-|-
七、综合收益总额||128,801,207.16|138,346,000.03
（一）归属于母公司所有者的综合收益总额||128,178,808.16|138,081,347.35
（二）归属于少数股东的综合收益总额||622,399.00|264,652.68
八、每股收益：|||
（一）基本每股收益(元/股)||0.85|0.91
（二）稀释每股收益(元/股)||0.85|0.91
