page|116
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,803,914,410.18|2,209,025,344.14
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||180,788,489.14|115,367,071.62
收到其他与经营活动有关的现金||94,204,543.73|47,295,378.59
经营活动现金流入小计||4,078,907,443.05|2,371,687,794.35
购买商品、接受劳务支付的现金||3,671,809,973.48|1,915,253,952.63
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||222,257,284.81|145,006,098.84
支付的各项税费||79,279,584.41|54,602,857.44
支付其他与经营活动有关的现金||93,490,740.14|41,643,991.28
经营活动现金流出小计||4,066,837,582.84|2,156,506,900.19
经营活动产生的现金流量净额||12,069,860.21|215,180,894.16
page|117
二、投资活动产生的现金流量：|||
收回投资收到的现金||320,538,667.51|225,063,658.24
取得投资收益收到的现金||583,404.91|2,325,516.48
处置固定资产、无形资产和其他长期资产收回的现金净额||1,904,634.25|878,508.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||206,036,564.36|39,829,088.15
投资活动现金流入小计||529,063,271.03|268,096,770.87
购建固定资产、无形资产和其他长期资产支付的现金||884,600,164.09|769,049,707.69
投资支付的现金||480,726,886.56|136,368,732.18
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||161,182,019.88|43,736,411.83
投资活动现金流出小计||1,526,509,070.53|949,154,851.70
投资活动产生的现金流量净额||-997,445,799.50|-681,058,080.83
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||15,000,000.00|
其中：子公司吸收少数股东投资收到的现金||15,000,000.00|
取得借款收到的现金||1,868,627,274.25|1,089,112,960.36
发行债券所收到的现金|||514,700,000.00
收到其他与筹资活动有关的现金||20,000,000.00|8,216,070.32
筹资活动现金流入小计||1,903,627,274.25|1,612,029,030.68
偿还债务支付的现金||1,083,909,822.86|319,657,462.00
分配股利、利润或偿付利息支付的现金||67,958,560.09|42,578,656.52
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||7,864,643.18|20,801,194.49
筹资活动现金流出小计||1,159,733,026.13|383,037,313.01
筹资活动产生的现金流量净额||743,894,248.12|1,228,991,717.67
四、汇率变动对现金及现金等价物的影响||-20,686,966.18|-8,761,103.72
五、现金及现金等价物净增加额||-262,168,657.35|754,353,427.28
加：期初现金及现金等价物余额||1,204,197,290.16|449,843,862.88
六、期末现金及现金等价物余额||942,028,632.81|1,204,197,290.16
